target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,selection_rank
TIC 322065373,322065373,105,105,8.66,14.51,-51.7571,3,2,378
TIC 231281571,231281571,105,105,8.65,42.7758,-50.306,3,3,379
TIC 229098388,229098388,105,105,8.75,19.8523,-45.1083,3,4,380
TIC 123290322,123290322,105,105,8.68,29.2682,-33.6872,4,1,381
TIC 404518509,404518509,105,105,8.6,51.6403,-43.6137,4,2,382
TIC 166931837,166931837,105,105,8.54,60.2127,-33.7861,4,3,383
TIC 274016637,274016637,105,105,8.68,42.7982,-22.3668,4,4,384
TIC 79171381,79171381,105,105,8.45,316.8564,-51.0118,1,1,385
TIC 115150623,115150623,105,105,8.6,317.0318,-37.0454,1,2,386
TIC 290969234,290969234,105,105,8.53,308.8936,-37.843,1,3,387
TIC 129433078,129433078,105,105,8.39,304.3346,-45.9605,1,4,388
TIC 201291889,201291889,105,105,8.6,2.8243,-54.5527,2,1,389
TIC 355427131,355427131,105,105,8.63,350.852,-48.4172,2,2,390
TIC 278709880,278709880,105,105,8.61,335.2392,-40.5409,2,3,391
TIC 403237284,403237284,105,105,8.58,330.8302,-62.7784,2,4,392
TIC 117395436,117395436,105,105,8.68,9.0394,-36.9373,3,1,393
TIC 369643326,369643326,105,105,8.66,12.5356,-50.5844,3,2,394
TIC 142217032,142217032,105,105,8.66,38.7618,-47.7471,3,3,395
TIC 123268713,123268713,105,105,8.76,28.6581,-35.8838,3,4,396
TIC 146267588,146267588,105,105,8.68,35.3393,-30.5501,4,1,397
TIC 159972021,159972021,105,105,8.62,50.0398,-40.2945,4,2,398
TIC 143023563,143023563,105,105,8.56,54.3807,-33.9497,4,3,399
TIC 137860799,137860799,105,105,8.69,48.2298,-18.4386,4,4,400
TIC 166650959,166650959,105,105,8.46,313.8601,-51.7283,1,1,401
TIC 159857518,159857518,105,105,8.6,320.5962,-39.5886,1,2,402
TIC 389306927,389306927,105,105,8.54,310.5306,-38.6775,1,3,403
TIC 424725124,424725124,105,105,8.39,290.4464,-48.668,1,4,404
TIC 316968392,316968392,105,105,8.6,356.8457,-55.5506,2,1,405
TIC 183373207,183373207,105,105,8.64,357.7098,-39.4061,2,2,406
TIC 161223947,161223947,105,105,8.63,341.1037,-51.0785,2,3,407
TIC 140045348,140045348,105,105,8.59,329.3703,-51.6154,2,4,408
TIC 80256357,80256357,105,105,8.69,6.6557,-43.216,3,1,409
TIC 281597511,281597511,105,105,8.69,8.9402,-55.1709,3,2,410
TIC 229153733,229153733,105,105,8.66,28.3841,-53.3147,3,3,411
TIC 401841555,401841555,105,105,8.78,26.47,-42.8279,3,4,412
TIC 70524558,70524558,105,105,8.69,33.0611,-32.8524,4,1,413
TIC 215335253,215335253,105,105,8.63,42.8058,-36.7356,4,2,414
TIC 140071744,140071744,105,105,8.58,57.2689,-35.9902,4,3,415
TIC 65516748,65516748,105,105,8.71,43.42,-26.1557,4,4,416
TIC 100327437,100327437,105,105,8.48,307.2988,-50.6169,1,1,417
TIC 389686116,389686116,105,105,8.61,324.1975,-47.2,1,2,418
TIC 441378551,441378551,105,105,8.55,309.7799,-35.4184,1,3,419
TIC 158458809,158458809,105,105,8.4,289.3879,-49.462,1,4,420
TIC 231908398,231908398,105,105,8.61,6.5431,-60.241,2,1,421
TIC 175483980,175483980,105,105,8.65,351.5677,-41.6944,2,2,422
TIC 71264969,71264969,105,105,8.64,330.1063,-47.7978,2,3,423
TIC 469905676,469905676,105,105,8.59,336.734,-62.7262,2,4,424
TIC 80431315,80431315,105,105,8.69,11.3604,-46.5488,3,1,425
TIC 369641467,369641467,105,105,8.7,11.9739,-51.8379,3,2,426
TIC 401840741,401840741,105,105,8.66,26.5532,-46.9482,3,3,427
TIC 32354834,32354834,105,105,8.79,25.754,-35.8157,3,4,428
TIC 139485131,139485131,105,105,8.72,36.0652,-25.0944,4,1,429
TIC 152359069,152359069,105,105,8.65,44.7073,-38.85,4,2,430
TIC 144597306,144597306,105,105,8.58,52.8772,-27.6643,4,3,431
TIC 71411534,71411534,105,105,8.73,47.2795,-18.8797,4,4,432
TIC 387222654,387222654,105,105,8.48,308.7434,-57.8152,1,1,433
TIC 114986559,114986559,105,105,8.63,315.3778,-40.8933,1,2,434
TIC 269765537,269765537,105,105,8.57,302.4807,-37.124,1,3,435
TIC 158459745,158459745,105,105,8.4,289.4015,-48.4589,1,4,436
TIC 355635713,355635713,105,105,8.63,358.0397,-58.806,2,1,437
TIC 197957624,197957624,105,105,8.65,347.9806,-51.175,2,2,438
TIC 71316709,71316709,105,105,8.68,330.929,-44.0503,2,3,439
TIC 144067396,144067396,105,105,8.6,337.5174,-53.5281,2,4,440
TIC 120548433,120548433,105,105,8.72,3.0993,-39.6087,3,1,441
TIC 206549676,206549676,105,105,8.72,18.5869,-58.5366,3,2,442
TIC 199737492,199737492,105,105,8.67,22.9628,-45.8972,3,3,443
TIC 100906714,100906714,105,105,8.81,31.7784,-38.0984,3,4,444
TIC 146247948,146247948,105,105,8.72,34.5844,-35.7578,4,1,445
TIC 91611882,91611882,105,105,8.67,39.0987,-41.4222,4,2,446
TIC 166777182,166777182,105,105,8.59,57.3705,-33.0104,4,3,447
TIC 97490317,97490317,105,105,8.73,43.9963,-21.6151,4,4,448
TIC 100617209,100617209,105,105,8.49,309.9987,-50.8756,1,1,449
TIC 126762645,126762645,105,105,8.64,316.1618,-43.7418,1,2,450
TIC 278401181,278401181,105,105,8.58,303.3681,-33.2892,1,3,451
TIC 61135611,61135611,105,105,8.45,286.9903,-46.1608,1,4,452
TIC 316913639,316913639,105,105,8.65,355.6417,-57.4781,2,1,453
TIC 322048362,322048362,105,105,8.67,359.8331,-42.0562,2,2,454
TIC 143895646,143895646,105,105,8.68,332.256,-49.887,2,3,455
TIC 161168904,161168904,105,105,8.61,339.343,-51.9208,2,4,456
TIC 102030114,102030114,105,105,8.73,15.8451,-47.2982,3,1,457
TIC 281741839,281741839,105,105,8.73,12.2164,-57.1992,3,2,458
TIC 220018920,220018920,105,105,8.67,32.9314,-49.9862,3,3,459
TIC 140496355,140496355,105,105,8.81,21.6198,-32.5522,3,4,460
TIC 340784762,340784762,105,105,8.72,33.7775,-39.7917,4,1,461
TIC 91642216,91642216,105,105,8.67,40.2025,-37.5488,4,2,462
TIC 166870971,166870971,105,105,8.59,59.2254,-33.8584,4,3,463
TIC 274016246,274016246,105,105,8.73,42.7587,-19.2277,4,4,464
TIC 219263859,219263859,105,105,8.5,309.1899,-56.7459,1,1,465
TIC 139115514,139115514,105,105,8.64,319.8565,-45.2003,1,2,466
TIC 441286791,441286791,105,105,8.58,295.5437,-37.8749,1,3,467
TIC 166313415,166313415,105,105,8.47,295.9503,-50.2763,1,4,468
TIC 235010655,235010655,105,105,8.66,352.9045,-62.9214,2,1,469
TIC 469938174,469938174,105,105,8.72,1.8233,-50.22,2,2,470
TIC 214567435,214567435,105,105,8.68,340.6871,-39.6361,2,3,471
TIC 232064349,232064349,105,105,8.62,340.3662,-61.8801,2,4,472
TIC 120609985,120609985,105,105,8.74,5.1643,-41.0954,3,1,473
TIC 469947288,469947288,105,105,8.75,15.0985,-52.8294,3,2,474
TIC 7219134,7219134,105,105,8.69,32.235,-47.2918,3,3,475
TIC 41897639,41897639,105,105,8.82,21.7031,-36.3824,3,4,476
TIC 70503505,70503505,105,105,8.73,32.3051,-27.5689,4,1,477
TIC 152360370,152360370,105,105,8.68,44.8576,-38.0963,4,2,478
TIC 140158171,140158171,105,105,8.6,58.629,-38.8428,4,3,479
TIC 88479623,88479623,105,105,8.74,47.0302,-24.7588,4,4,480
TIC 231627703,231627703,105,105,8.5,316.8322,-57.7742,1,1,481
TIC 382223444,382223444,105,105,8.68,323.3181,-41.2494,1,2,482
TIC 129226321,129226321,105,105,8.6,303.3042,-42.1889,1,3,483
TIC 370078849,370078849,105,105,8.49,297.4256,-48.2778,1,4,484
TIC 219342300,219342300,105,105,8.68,355.0512,-55.9587,2,1,485
TIC 355404183,355404183,105,105,8.73,350.1459,-50.4252,2,2,486
TIC 140068794,140068794,105,105,8.72,330.3349,-50.1699,2,3,487
TIC 316787174,316787174,105,105,8.64,323.5832,-55.9179,2,4,488
TIC 102050449,102050449,105,105,8.78,17.006,-44.8087,3,1,489
TIC 281667628,281667628,105,105,8.76,10.3833,-59.2897,3,2,490
TIC 158624501,158624501,105,105,8.69,24.323,-49.0804,3,3,491
TIC 111242757,111242757,105,105,8.86,29.9632,-37.365,3,4,492
TIC 129764767,129764767,105,105,8.73,35.4408,-36.0372,4,1,493
TIC 159897876,159897876,105,105,8.68,48.7767,-39.4973,4,2,494
TIC 140122502,140122502,105,105,8.62,57.8405,-36.7559,4,3,495
TIC 219001381,219001381,105,105,8.74,42.5854,-23.4812,4,4,496
TIC 79303568,79303568,105,105,8.51,319.047,-49.3511,1,1,497
TIC 126604889,126604889,105,105,8.69,314.748,-45.4787,1,2,498
TIC 48936479,48936479,105,105,8.61,302.6326,-32.3156,1,3,499
TIC 61697095,61697095,105,105,8.5,288.892,-46.1688,1,4,500
TIC 262824477,262824477,105,105,8.72,348.8568,-56.0158,2,1,501
TIC 144331448,144331448,105,105,8.74,355.8219,-45.1578,2,2,502
TIC 144218334,144218334,105,105,8.73,328.5521,-43.8029,2,3,503
TIC 197979094,197979094,105,105,8.65,325.785,-56.6666,2,4,504
TIC 120489748,120489748,105,105,8.79,1.8907,-41.2046,3,1,505
TIC 156069347,156069347,105,105,8.78,9.6188,-51.0573,3,2,506
TIC 166739873,166739873,105,105,8.69,36.692,-52.1382,3,3,507
TIC 66434034,66434034,105,105,8.89,14.0828,-35.6124,3,4,508
TIC 91529142,91529142,105,105,8.74,37.1043,-34.7819,4,1,509
TIC 209457811,209457811,105,105,8.69,46.5147,-35.0389,4,2,510
TIC 144597894,144597894,105,105,8.64,53.0196,-29.016,4,3,511
TIC 92260155,92260155,105,105,8.75,50.0014,-20.4806,4,4,512
TIC 100894248,100894248,105,105,8.51,312.5623,-48.3201,1,1,513
TIC 126762993,126762993,105,105,8.7,316.1308,-44.4621,1,2,514
TIC 290272921,290272921,105,105,8.61,304.8903,-37.9614,1,3,515
TIC 355130607,355130607,105,105,8.5,299.0981,-43.7547,1,4,516
TIC 381916415,381916415,105,105,8.72,350.7119,-58.417,2,1,517
TIC 144440290,144440290,105,105,8.76,359.1632,-44.7196,2,2,518
TIC 152890579,152890579,105,105,8.73,337.7699,-39.6523,2,3,519
TIC 229803931,229803931,105,105,8.69,328.6596,-58.567,2,4,520
TIC 180145941,180145941,105,105,8.79,14.3332,-39.5272,3,1,521
TIC 231019806,231019806,105,105,8.78,27.4994,-57.1855,3,2,522
TIC 229117167,229117167,105,105,8.69,25.4142,-50.529,3,3,523
TIC 115275423,115275423,105,105,8.9,26.0494,-38.0015,3,4,524
TIC 123318611,123318611,105,105,8.74,29.624,-33.4195,4,1,525
TIC 152985470,152985470,105,105,8.71,48.7387,-44.5626,4,2,526
TIC 166803688,166803688,105,105,8.65,57.9206,-31.5368,4,3,527
TIC 88405858,88405858,105,105,8.78,45.3234,-27.4935,4,4,528
TIC 469869569,469869569,105,105,8.51,321.2426,-49.5936,1,1,529
TIC 147206862,147206862,105,105,8.7,323.5986,-42.771,1,2,530
TIC 290824116,290824116,105,105,8.62,308.356,-41.353,1,3,531
TIC 299803761,299803761,105,105,8.53,296.2704,-40.1727,1,4,532
TIC 262816932,262816932,105,105,8.74,348.4235,-57.6125,2,1,533
TIC 201225061,201225061,105,105,8.79,357.9902,-48.8438,2,2,534
TIC 278567420,278567420,105,105,8.73,333.4384,-40.0491,2,3,535
TIC 259783887,259783887,105,105,8.69,323.37,-61.3556,2,4,536
TIC 80374316,80374316,105,105,8.81,9.768,-42.8478,3,1,537
TIC 402029824,402029824,105,105,8.78,17.1508,-53.3486,3,2,538
TIC 219985706,219985706,105,105,8.7,29.9143,-48.8452,3,3,539
TIC 100106657,100106657,105,105,8.91,25.264,-43.8759,3,4,540
TIC 72645409,72645409,105,105,8.75,32.615,-27.8173,4,1,541
TIC 153045997,153045997,105,105,8.71,49.1887,-46.1333,4,2,542
TIC 166791648,166791648,105,105,8.66,57.7133,-34.7999,4,3,543
TIC 120957863,120957863,105,105,8.78,54.1378,-23.3681,4,4,544
TIC 394480664,394480664,105,105,8.52,315.8004,-58.4976,1,1,545
TIC 147250309,147250309,105,105,8.71,323.927,-42.0363,1,2,546
TIC 34520027,34520027,105,105,8.64,305.5084,-35.7759,1,3,547
TIC 79755051,79755051,105,105,8.54,296.1933,-44.5013,1,4,548
TIC 231712555,231712555,105,105,8.75,352.1935,-55.8504,2,1,549
TIC 144433286,144433286,105,105,8.8,358.465,-45.1237,2,2,550
TIC 88330115,88330115,105,105,8.74,333.8652,-45.6292,2,3,551
TIC 231702073,231702073,105,105,8.7,333.0664,-57.8688,2,4,552
TIC 155918800,155918800,105,105,8.83,5.3157,-48.2922,3,1,553
TIC 206583766,206583766,105,105,8.8,20.0121,-58.4131,3,2,554
TIC 393483567,393483567,105,105,8.7,35.5708,-46.468,3,3,555
TIC 67649560,67649560,105,105,8.93,18.891,-34.0311,3,4,556
TIC 77093104,77093104,105,105,8.77,34.6234,-36.785,4,1,557
TIC 129765831,129765831,105,105,8.72,35.7488,-41.9905,4,2,558
TIC 369376701,369376701,105,105,8.66,60.7595,-36.728,4,3,559
TIC 92248458,92248458,105,105,8.83,49.3035,-19.2075,4,4,560
TIC 370203682,370203682,105,105,8.53,312.8197,-54.2216,1,1,561
TIC 91396361,91396361,105,105,8.72,313.2173,-46.0557,1,2,562
TIC 389352512,389352512,105,105,8.64,311.019,-40.0224,1,3,563
TIC 404054947,404054947,105,105,8.55,292.1044,-50.9303,1,4,564
TIC 237339597,237339597,105,105,8.75,348.123,-62.6219,2,1,565
TIC 382427577,382427577,105,105,8.85,350.4641,-42.8383,2,2,566
TIC 197686971,197686971,105,105,8.74,329.3212,-39.2902,2,3,567
TIC 409699026,409699026,105,105,8.7,332.6051,-54.007,2,4,568
TIC 115443952,115443952,105,105,8.84,6.5908,-40.5546,3,1,569
TIC 206608449,206608449,105,105,8.81,22.466,-54.1563,3,2,570
TIC 100124351,100124351,105,105,8.73,25.7137,-44.8852,3,3,571
TIC 67565745,67565745,105,105,8.94,15.9995,-34.6768,3,4,572
TIC 123291972,123291972,105,105,8.78,29.466,-33.4113,4,1,573
TIC 159925200,159925200,105,105,8.73,49.0449,-38.2531,4,2,574
TIC 89239891,89239891,105,105,8.69,58.4189,-27.2536,4,3,575
TIC 144620136,144620136,105,105,8.83,53.6438,-24.337,4,4,576
TIC 100764977,100764977,105,105,8.58,311.5636,-51.266,1,1,577
TIC 159836649,159836649,105,105,8.72,320.2187,-36.6568,1,2,578
TIC 129529898,129529898,105,105,8.65,305.1222,-42.3069,1,3,579
TIC 101235109,101235109,105,105,8.56,299.5848,-53.2901,1,4,580
TIC 266997039,266997039,105,105,8.75,350.0582,-54.473,2,1,581
TIC 144403212,144403212,105,105,8.86,357.9579,-46.3191,2,2,582
TIC 117509701,117509701,105,105,8.78,339.196,-45.3549,2,3,583
TIC 231262216,231262216,105,105,8.72,333.9115,-53.0602,2,4,584
TIC 116416441,116416441,105,105,8.85,7.929,-39.6969,3,1,585
TIC 201354238,201354238,105,105,8.82,5.3388,-54.5733,3,2,586
TIC 199735836,199735836,105,105,8.74,22.7583,-47.2643,3,3,587
TIC 100015466,100015466,105,105,8.94,23.2479,-42.2316,3,4,588
TIC 123370805,123370805,105,105,8.78,32.0476,-32.046,4,1,589
TIC 142300461,142300461,105,105,8.75,40.9621,-42.8379,4,2,590
TIC 89188314,89188314,105,105,8.7,57.6487,-26.6001,4,3,591
TIC 64110704,64110704,105,105,8.84,40.1776,-22.8243,4,4,592
TIC 201751737,201751737,105,105,8.58,303.7698,-54.5005,1,1,593
TIC 147271232,147271232,105,105,8.73,324.6688,-42.7107,1,2,594
TIC 415615027,415615027,105,105,8.68,313.5561,-36.171,1,3,595
TIC 80092907,80092907,105,105,8.57,298.1316,-45.2951,1,4,596
TIC 220501238,220501238,105,105,8.76,346.0961,-56.3434,2,1,597
TIC 201175605,201175605,105,105,8.88,357.6911,-50.6136,2,2,598
TIC 197646225,197646225,105,105,8.78,328.769,-40.8144,2,3,599
TIC 389049086,389049086,105,105,8.74,333.2498,-61.9814,2,4,600
TIC 80510448,80510448,105,105,8.91,12.8622,-43.5904,3,1,601
TIC 281596133,281596133,105,105,8.83,8.8093,-59.8164,3,2,602
TIC 229149909,229149909,105,105,8.74,27.6103,-49.8664,3,3,603
TIC 100099876,100099876,105,105,8.95,24.1977,-43.0093,3,4,604
TIC 178198721,178198721,105,105,8.79,43.5362,-33.172,4,1,605
TIC 209409281,209409281,105,105,8.75,45.2488,-33.6566,4,2,606
TIC 168750495,168750495,105,105,8.7,62.6038,-30.2824,4,3,607
TIC 64146138,64146138,105,105,8.84,40.6279,-21.8171,4,4,608
TIC 355578230,355578230,105,105,8.58,321.0215,-56.1516,1,1,609
TIC 165110772,165110772,105,105,8.74,323.0116,-37.7699,1,2,610
TIC 129399713,129399713,105,105,8.69,304.0573,-42.6445,1,3,611
TIC 300075943,300075943,105,105,8.57,297.1798,-40.7314,1,4,612
TIC 220502315,220502315,105,105,8.76,346.2528,-58.7755,2,1,613
TIC 389753601,389753601,105,105,8.88,351.358,-45.4229,2,2,614
TIC 214198337,214198337,105,105,8.78,339.2709,-39.5378,2,3,615
TIC 140044682,140044682,105,105,8.75,329.5032,-53.5494,2,4,616
TIC 7186577,7186577,105,105,8.92,5.954,-46.4057,3,1,617
TIC 158536414,158536414,105,105,8.85,19.9432,-50.0155,3,2,618
TIC 219990267,219990267,105,105,8.75,30.7853,-48.7941,3,3,619
TIC 115277157,115277157,105,105,8.95,26.2471,-36.4466,3,4,620
TIC 65325314,65325314,105,105,8.81,38.9301,-27.5249,4,1,621
TIC 142299840,142299840,105,105,8.76,40.8156,-46.5203,4,2,622
TIC 143022520,143022520,105,105,8.71,54.3484,-30.9229,4,3,623
TIC 92253059,92253059,105,105,8.87,49.8418,-22.3731,4,4,624
TIC 100474493,100474493,105,105,8.59,308.5789,-52.0145,1,1,625
TIC 147269753,147269753,105,105,8.76,324.5066,-44.9206,1,2,626
TIC 90849631,90849631,105,105,8.7,307.7223,-42.8209,1,3,627
TIC 128915053,128915053,105,105,8.59,301.1579,-46.0311,1,4,628
TIC 350214208,350214208,105,105,8.77,355.4154,-62.5245,2,1,629
TIC 382461907,382461907,105,105,8.9,351.6343,-46.144,2,2,630
TIC 89040964,89040964,105,105,8.79,338.6655,-44.6341,2,3,631
TIC 139755973,139755973,105,105,8.77,323.6841,-53.3485,2,4,632
TIC 80336817,80336817,105,105,8.97,8.5866,-47.6872,3,1,633
TIC 281797559,281797559,105,105,8.86,13.8908,-55.0046,3,2,634
TIC 340785059,340785059,105,105,8.76,33.8746,-41.6403,3,3,635
TIC 67655843,67655843,105,105,8.96,19.3339,-35.3812,3,4,636
TIC 146250174,146250174,105,105,8.82,34.9015,-32.3573,4,1,637
TIC 165184563,165184563,105,105,8.76,47.7153,-37.1836,4,2,638
TIC 166851227,166851227,105,105,8.71,58.965,-34.8951,4,3,639
TIC 71373815,71373815,105,105,8.88,45.6048,-18.1343,4,4,640
TIC 100506362,100506362,105,105,8.59,308.7874,-51.2447,1,1,641
TIC 126583083,126583083,105,105,8.77,314.4285,-46.2724,1,2,642
TIC 92233494,92233494,105,105,8.7,312.9791,-33.5937,1,3,643
TIC 425673246,425673246,105,105,8.61,286.7182,-47.6829,1,4,644
TIC 206355688,206355688,105,105,8.78,355.7247,-53.0569,2,1,645
TIC 206349329,206349329,105,105,8.94,354.6675,-49.0847,2,2,646
TIC 161173677,161173677,105,105,8.8,340.0227,-48.731,2,3,647
TIC 265490239,265490239,105,105,8.77,321.7382,-61.311,2,4,648
TIC 120429898,120429898,105,105,8.97,0.701,-40.8095,3,1,649
TIC 382551366,382551366,105,105,8.86,19.3976,-53.141,3,2,650
TIC 229157853,229157853,105,105,8.78,28.9589,-52.8406,3,3,651
TIC 42071874,42071874,105,105,8.97,24.8842,-36.0504,3,4,652
TIC 33665280,33665280,105,105,8.83,30.0936,-29.5061,4,1,653
TIC 340794080,340794080,105,105,8.76,36.6589,-40.1408,4,2,654
TIC 89111480,89111480,105,105,8.74,54.986,-26.2221,4,3,655
TIC 120955572,120955572,105,105,8.89,53.7265,-23.8594,4,4,656
TIC 387194565,387194565,105,105,8.59,304.8455,-57.492,1,1,657
TIC 197641992,197641992,105,105,8.78,328.4422,-38.7475,1,2,658
TIC 290866003,290866003,105,105,8.7,308.4454,-39.6069,1,3,659
TIC 404189168,404189168,105,105,8.63,296.3607,-48.1583,1,4,660
TIC 220493535,220493535,105,105,8.78,344.6641,-55.8109,2,1,661
TIC 139327901,139327901,105,105,8.95,348.8042,-44.9269,2,2,662
TIC 215256793,215256793,105,105,8.8,343.2872,-41.3893,2,3,663
TIC 403283276,403283276,105,105,8.77,331.8352,-61.5438,2,4,664
TIC 120567078,120567078,105,105,8.97,3.9898,-40.5407,3,1,665
TIC 206585031,206585031,105,105,8.87,20.2743,-56.0428,3,2,666
TIC 100100827,100100827,105,105,8.83,24.3546,-45.6777,3,3,667
TIC 180444434,180444434,105,105,8.98,15.0305,-37.2182,3,4,668
TIC 123338562,123338562,105,105,8.83,31.0698,-32.4913,4,1,669
TIC 147470086,147470086,105,105,8.77,41.6001,-36.4156,4,2,670
TIC 166775674,166775674,105,105,8.74,57.2121,-35.202,4,3,671
TIC 71374409,71374409,105,105,8.9,45.7,-19.7157,4,4,672
TIC 100360470,100360470,105,105,8.61,307.4354,-51.767,1,1,673
TIC 91451170,91451170,105,105,8.82,313.9056,-44.4725,1,2,674
TIC 114790718,114790718,105,105,8.72,304.0504,-40.9882,1,3,675
TIC 425765275,425765275,105,105,8.63,292.1114,-43.5439,1,4,676
TIC 231867016,231867016,105,105,8.79,6.1116,-61.6946,2,1,677
TIC 144439505,144439505,105,105,8.97,358.9238,-43.1315,2,2,678
TIC 214773383,214773383,105,105,8.81,341.4587,-41.8046,2,3,679
TIC 265567174,265567174,105,105,8.78,330.5637,-54.7621,2,4,680
TIC 165886019,165886019,105,105,8.98,1.8501,-42.5602,3,1,681
TIC 206604947,206604947,105,105,8.88,22.0025,-57.7855,3,2,682
TIC 142273150,142273150,105,105,8.84,40.2965,-47.471,3,3,683
TIC 32308360,32308360,105,105,8.99,25.0416,-32.8231,3,4,684
TIC 123320241,123320241,105,105,8.84,29.9142,-34.44,4,1,685
TIC 165183128,165183128,105,105,8.78,47.6537,-41.9363,4,2,686
TIC 166791418,166791418,105,105,8.76,57.7775,-33.641,4,3,687
TIC 209454475,209454475,105,105,8.9,46.1974,-30.8555,4,4,688
TIC 231640673,231640673,105,105,8.65,318.3635,-56.8026,1,1,689
TIC 115115510,115115510,105,105,8.84,316.7411,-40.5915,1,2,690
TIC 290660156,290660156,105,105,8.72,307.1814,-36.362,1,3,691
TIC 101545420,101545420,105,105,8.64,301.9334,-50.6875,1,4,692
TIC 220496045,220496045,105,105,8.8,345.2294,-57.1507,2,1,693
TIC 197949776,197949776,105,105,8.97,346.659,-47.9103,2,2,694
TIC 121487197,121487197,105,105,8.84,343.2939,-42.2499,2,3,695
TIC 409858532,409858532,105,105,8.79,341.5757,-62.5519,2,4,696
TIC 155985916,155985916,105,105,8.99,7.3666,-49.0754,3,1,697
TIC 322308377,322308377,105,105,8.89,14.9969,-54.4956,3,2,698
TIC 229101365,229101365,105,105,8.84,28.9847,-44.2911,3,3,699
TIC 66492282,66492282,105,105,9.0,15.1309,-35.003,3,4,700
TIC 139484364,139484364,105,105,8.86,35.9887,-29.4347,4,1,701
TIC 153046829,153046829,105,105,8.79,49.1879,-42.5256,4,2,702
TIC 89114587,89114587,105,105,8.8,55.4543,-28.7877,4,3,703
TIC 92261712,92261712,105,105,8.92,50.268,-23.0793,4,4,704
TIC 100378749,100378749,105,105,8.66,307.7085,-52.8763,1,1,705
TIC 147382208,147382208,105,105,8.84,326.6551,-43.0269,1,2,706
TIC 34639846,34639846,105,105,8.77,305.9926,-32.507,1,3,707
TIC 113352611,113352611,105,105,8.65,292.7794,-40.9875,1,4,708
TIC 237336366,237336366,105,105,8.8,347.3942,-61.5992,2,1,709
TIC 139149885,139149885,105,105,8.99,344.7554,-43.9355,2,2,710
TIC 215113416,215113416,105,105,8.84,342.8008,-39.8917,2,3,711
TIC 394017571,394017571,105,105,8.8,329.9849,-54.6555,2,4,712
TIC 7143811,7143811,105,105,9.02,4.1097,-47.8684,3,1,713
TIC 322064704,322064704,105,105,8.9,14.5811,-48.5735,3,2,714
TIC 393489271,393489271,105,105,8.84,35.5814,-42.87,3,3,715
TIC 199734467,199734467,105,105,9.01,22.501,-42.8481,3,4,716
TIC 122610019,122610019,105,105,8.87,40.6089,-31.5964,4,1,717
TIC 165161774,165161774,105,105,8.79,47.2195,-36.0434,4,2,718
TIC 143041544,143041544,105,105,8.81,54.9735,-31.3419,4,3,719
TIC 144515022,144515022,105,105,8.92,50.5151,-27.9131,4,4,720
TIC 100415355,100415355,105,105,8.67,308.2822,-49.9227,1,1,721
TIC 139065442,139065442,105,105,8.88,318.8968,-42.6512,1,2,722
TIC 278453255,278453255,105,105,8.77,303.6877,-34.2847,1,3,723
TIC 101312741,101312741,105,105,8.67,299.9916,-48.1906,1,4,724
TIC 197949562,197949562,105,105,8.81,346.3601,-52.8587,2,1,725
TIC 389729060,389729060,105,105,9.0,350.7946,-44.1066,2,2,726
TIC 71274052,71274052,105,105,8.86,330.3569,-44.272,2,3,727
TIC 143948150,143948150,105,105,8.81,333.235,-51.7088,2,4,728
TIC 101932572,101932572,105,105,9.02,13.294,-44.5707,3,1,729
TIC 354606243,354606243,105,105,8.9,22.9397,-52.9209,3,2,730
TIC 231068366,231068366,105,105,8.88,32.5826,-54.6658,3,3,731
TIC 140493662,140493662,105,105,9.04,21.2256,-33.5984,3,4,732
TIC 129764249,129764249,105,105,8.88,35.4771,-38.9763,4,1,733
TIC 49617121,49617121,105,105,8.81,37.7786,-40.9717,4,2,734
TIC 166774008,166774008,105,105,8.81,57.2762,-30.8639,4,3,735
TIC 64177237,64177237,105,105,8.96,40.9232,-22.6704,4,4,736
TIC 79326557,79326557,105,105,8.68,319.2081,-50.3257,1,1,737
TIC 200648020,200648020,105,105,8.92,320.7093,-41.9362,1,2,738
TIC 441296602,441296602,105,105,8.77,308.033,-32.3056,1,3,739
TIC 166222061,166222061,105,105,8.67,295.4199,-49.1819,1,4,740
TIC 350191191,350191191,105,105,8.82,355.0565,-60.1853,2,1,741
TIC 144325770,144325770,105,105,9.02,355.3908,-42.8519,2,2,742
TIC 147422205,147422205,105,105,8.87,327.3616,-47.089,2,3,743
TIC 403136921,403136921,105,105,8.82,333.9073,-54.2242,2,4,744
TIC 200659219,200659219,105,105,9.05,2.5888,-48.1436,3,1,745
TIC 158622966,158622966,105,105,8.91,22.5487,-53.8705,3,2,746
TIC 138713301,138713301,105,105,8.91,32.8995,-41.8696,3,3,747
TIC 66469006,66469006,105,105,9.05,14.8184,-35.4908,3,4,748
TIC 65347635,65347635,105,105,8.89,39.7173,-28.1663,4,1,749
TIC 152968603,152968603,105,105,8.81,47.5681,-46.5661,4,2,750
TIC 166874846,166874846,105,105,8.81,59.6637,-31.5955,4,3,751
TIC 92346704,92346704,105,105,8.97,51.5445,-22.9006,4,4,752
TIC 355579354,355579354,105,105,8.68,321.1012,-54.5784,1,1,753
TIC 147330285,147330285,105,105,8.94,325.5175,-46.5188,1,2,754
TIC 34862631,34862631,105,105,8.79,307.2002,-32.2277,1,3,755
TIC 61803982,61803982,105,105,8.69,289.1653,-43.9646,1,4,756
