target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,teff_k,stellar_radius_solar,stellar_mass_solar,distance_pc,luminosity_class,stellar_selection_tier,small_planet_merit,selection_rank
TIC 181804752,181804752,100,100,13.56,165.6898,-16.4066,1,3,2949.0,0.17143,,26.4927,DWARF,0,1.180174,67
TIC 334736511,334736511,100,100,11.41,157.5428,-15.435,1,4,3396.0,0.282761,0.257076,23.5934,DWARF,0,1.184839,68
TIC 92763631,92763631,100,100,9.38,173.9745,-49.605,2,1,4451.0,0.739984,0.7,46.3324,DWARF,0,1.614445,69
TIC 22850303,22850303,100,100,11.14,185.9083,-46.1057,2,2,3289.0,0.322272,,22.9056,DWARF,0,1.244445,70
TIC 277958255,277958255,100,100,13.07,177.759,-36.1964,2,3,3051.0,0.207913,0.176876,28.6586,DWARF,0,1.249763,71
TIC 151639642,151639642,100,100,10.9,166.9214,-36.1002,2,4,3538.0,0.470157,,36.7915,DWARF,0,1.524486,72
TIC 403956193,403956193,100,100,11.49,188.5855,-53.5007,3,1,3292.0,0.322928,,25.8959,DWARF,0,1.316211,73
TIC 401143496,401143496,100,100,7.22,186.0432,-57.9186,3,2,6109.0,1.19197,1.15,51.7514,DWARF,0,1.596531,74
TIC 395294553,395294553,100,100,11.36,205.2301,-72.2153,3,3,3575.0,0.45073,,43.2425,DWARF,0,1.579833,75
TIC 186085740,186085740,100,100,9.52,220.0002,-56.915,3,4,3882.0,0.528203,0.525227,25.6314,DWARF,0,1.349602,76
TIC 342609764,342609764,100,100,7.38,240.1506,-61.3056,4,1,5881.02,1.30461,1.07,57.1364,DWARF,0,1.706961,77
TIC 401487114,401487114,100,100,11.11,215.1512,-75.2685,4,2,3244.0,0.357737,0.343143,,DWARF,0,1.329128,78
TIC 256097445,256097445,100,100,10.23,267.1153,-74.4666,4,3,3470.0,0.374096,0.361974,19.266,DWARF,0,1.191966,79
TIC 172889501,172889501,100,100,12.23,256.9485,-59.5233,4,4,3204.0,0.247532,0.218194,26.2534,DWARF,0,1.233263,80
TIC 54109992,54109992,100,100,10.88,160.3532,-30.0251,1,1,3562.0,0.411941,0.404894,30.8946,DWARF,0,1.40567,81
TIC 308094988,308094988,100,100,12.52,168.1056,-17.776,1,2,3255.0,0.251496,,31.5577,DWARF,0,1.305062,82
TIC 453465810,453465810,100,100,9.2,170.024,-10.4962,1,3,3582.0,0.50961,0.507473,18.8973,DWARF,0,1.254476,83
TIC 192543860,192543860,100,100,12.47,154.5474,-20.4717,1,4,3079.0,0.238938,,25.4199,DWARF,0,1.25057,84
TIC 81699706,81699706,100,100,9.81,167.945,-48.7728,2,1,5045.74,0.673358,0.84,68.4799,DWARF,0,1.618492,85
TIC 73305532,73305532,100,100,10.07,190.261,-46.9236,2,2,3536.0,0.41845,,21.2197,DWARF,0,1.257287,86
TIC 142389148,142389148,100,100,11.8,181.7411,-35.0165,2,3,3162.0,0.292099,,40.6544952,DWARF,0,1.29106,87
TIC 102689293,102689293,100,100,12.54,155.4598,-41.9827,2,4,3268.0,0.322307,,42.8547,DWARF,0,1.524539,88
TIC 255848989,255848989,100,100,12.31,186.0993,-53.6529,3,1,3113.0,0.29179,,31.3206,DWARF,0,1.392141,89
TIC 405382498,405382498,100,100,9.61,184.1496,-57.5992,3,2,4547.0,0.692976,0.72,50.554,DWARF,0,1.603436,90
TIC 359578644,359578644,100,100,12.51,183.8592,-72.5016,3,3,3454.0,0.385814,,57.8519,DWARF,0,1.674756,91
TIC 393001368,393001368,100,100,10.9,218.4721,-61.1518,3,4,3543.0,0.410113,0.40285,30.6424,DWARF,0,1.405807,92
TIC 363265095,363265095,100,100,11.57,248.5785,-69.1537,4,1,3313.0,0.507862,,50.0116,DWARF,0,1.725491,93
TIC 402683652,402683652,100,100,12.43,224.006,-72.6625,4,2,3136.0,0.30821,,,DWARF,0,1.463693,94
TIC 466696103,466696103,100,100,13.34,296.8164,-76.7832,4,3,2953.0,0.19207,0.161238,28.2868,DWARF,0,1.234919,95
TIC 306980405,306980405,100,100,12.99,266.6243,-62.5978,4,4,3219.0,0.221741,,33.1333,DWARF,0,1.289692,96
TIC 187922557,187922557,100,100,9.92,159.1166,-28.4543,1,1,3540.0,0.521637,,25.9614,DWARF,0,1.418737,97
TIC 437253099,437253099,100,100,11.55,169.8432,-19.0083,1,2,3297.0,0.322347,,44.6407433,DWARF,0,1.326647,98
TIC 55240194,55240194,100,100,10.56,163.6735,-7.3121,1,3,3237.0,0.380591,,23.85205,DWARF,0,1.272917,99
TIC 36724087,36724087,100,100,10.59,154.6439,-11.7185,1,4,3331.0,0.374139,0.362023,21.9814,DWARF,0,1.264066,100
TIC 94637805,94637805,100,100,7.74,177.7872,-51.8763,2,1,5622.0,1.1091,,53.1016,DWARF,0,1.637941,101
TIC 461196758,461196758,100,100,12.87,181.3778,-41.0833,2,2,3312.0,0.227744,,33.7291,DWARF,0,1.288894,102
TIC 448695529,448695529,100,100,12.89,177.5719,-34.1191,2,3,3187.0,0.233119,,33.1468,DWARF,0,1.313155,103
TIC 54253554,54253554,100,100,13.26,161.1997,-34.7174,2,4,3228.0,0.273869,,48.2369,DWARF,0,1.527086,104
TIC 166563449,166563449,100,100,8.7,192.8458,-48.1026,3,1,5154.65,0.787942,,49.4962,DWARF,0,1.532989,105
TIC 405379901,405379901,100,100,10.06,184.1025,-58.1564,3,2,4188.0,0.625968,,45.824,DWARF,0,1.605104,106
TIC 359578645,359578645,100,100,11.88,183.8385,-72.5015,3,3,3623.0,0.459217,,57.6795,DWARF,0,1.700036,107
TIC 393001369,393001369,100,100,10.9,218.4778,-61.1526,3,4,3537.0,0.414303,0.40753,30.59,DWARF,0,1.414636,108
TIC 363527063,363527063,100,100,12.61,249.526,-67.1621,4,1,3233.0,0.40267,,57.8914,DWARF,0,1.731899,109
TIC 291449009,291449009,100,100,13.09,247.9433,-79.4323,4,2,3265.0,0.278781,0.252605,47.1637,DWARF,0,1.508526,110
TIC 343404892,343404892,100,100,12.24,268.3845,-74.0641,4,3,3188.0,0.259543,0.23126,27.9032,DWARF,0,1.276419,111
TIC 447627656,447627656,100,100,8.03,254.2174,-60.9565,4,4,5271.0,0.834042,0.9,40.2077,DWARF,0,1.448376,112
TIC 179294885,179294885,100,100,13.53,159.5065,-21.9064,1,1,3182.0,0.234209,,44.5258,DWARF,0,1.445207,113
TIC 32610018,32610018,100,100,12.75,175.6003,-25.361,1,2,3353.0,0.256232,,37.159,DWARF,0,1.367267,114
TIC 305567403,305567403,100,100,13.04,163.5952,-15.1194,1,3,3000.0,0.245605,,33.8062,DWARF,0,1.388474,115
TIC 308841579,308841579,100,100,9.83,152.4034,-17.8069,1,4,3569.0,0.450915,,21.3872,DWARF,0,1.274189,116
TIC 162809834,162809834,100,100,10.6,171.4086,-47.6624,2,1,3770.0,0.58798,,46.3799,DWARF,0,1.658725,117
TIC 73794653,73794653,100,100,12.03,192.4766,-45.0817,2,2,3286.0,0.277391,0.251047,28.1585,DWARF,0,1.292185,118
TIC 142210952,142210952,100,100,13.24,180.3575,-35.0318,2,3,3195.0,0.228548,,37.4448,DWARF,0,1.365955,119
TIC 178614175,178614175,100,100,8.09,165.6898,-42.2068,2,4,5941.98,0.965051,,59.7181,DWARF,0,1.587101,120
TIC 401283888,401283888,100,100,10.2,187.989,-50.5459,3,1,3575.0,0.559671,,,DWARF,0,1.535866,121
TIC 268129495,268129495,100,100,9.1,176.4645,-55.3461,3,2,4387.0,0.783102,,41.5839,DWARF,0,1.607637,122
TIC 341051535,341051535,100,100,9.91,202.6287,-71.2524,3,3,4619.0,0.723725,,62.6956,DWARF,0,1.701147,123
TIC 316577292,316577292,100,100,13.11,203.5712,-63.2411,3,4,3153.0,0.274551,,43.1787,DWARF,0,1.499246,124
TIC 258603532,258603532,100,100,10.11,221.9927,-67.8382,4,1,4450.0,0.737508,0.7,64.4457,DWARF,0,1.757533,125
TIC 263350818,263350818,100,100,9.92,230.9983,-70.9034,4,2,3725.0,0.595305,,34.3916,DWARF,0,1.533479,126
TIC 467939527,467939527,100,100,11.87,283.8103,-71.2525,4,3,3180.0,0.314669,0.293421,28.2594,DWARF,0,1.369708,127
TIC 447627658,447627658,100,100,8.73,254.2124,-60.9565,4,4,4741.0,0.74987,0.76,40.1359,DWARF,0,1.495972,128
TIC 179240547,179240547,100,100,13.1,159.0372,-20.7323,1,1,3270.0,0.259362,0.231062,42.7461,DWARF,0,1.447813,129
TIC 434495227,434495227,100,100,12.26,172.9046,-22.7089,1,2,3323.0,0.29085,0.266213,34.0986,DWARF,0,1.379338,130
TIC 148612264,148612264,100,100,12.28,165.3759,-10.1213,1,3,3273.0,0.299788,,34.2971,DWARF,0,1.409628,131
TIC 308841571,308841571,100,100,9.63,152.4018,-17.841,1,4,3624.0,0.47378,,21.3983,DWARF,0,1.277153,132
TIC 304234457,304234457,100,100,11.48,165.0343,-56.1227,2,1,3719.0,0.480816,,50.594,DWARF,0,1.659958,133
TIC 72818359,72818359,100,100,8.88,188.7203,-47.2892,2,2,4855.0,0.693223,0.79,42.7235,DWARF,0,1.457746,134
TIC 429165846,429165846,100,100,13.02,177.2051,-28.5571,2,3,3001.0,0.244254,,35.0254,DWARF,0,1.379683,135
TIC 158588995,158588995,100,100,11.88,164.586,-36.8581,2,4,3411.0,0.421944,,46.0851,DWARF,0,1.62651,136
TIC 260647166,260647166,100,100,8.65,186.5737,-51.3632,3,1,5723.87,0.864173,1.02,64.5978,DWARF,0,1.603201,137
TIC 281650462,281650462,100,100,9.49,170.4986,-60.4044,3,2,5367.0,0.788214,0.93,77.0766,DWARF,0,1.691288,138
TIC 394672497,394672497,100,100,9.62,201.7498,-73.5942,3,3,4554.0,0.774212,,56.8792,DWARF,0,1.70172,139
TIC 394053465,394053465,100,100,10.84,218.6649,-64.7852,3,4,3518.0,0.506331,0.504278,38.3709,DWARF,0,1.576869,140
TIC 258406641,258406641,100,100,8.32,221.5882,-67.7713,4,1,6056.0,1.15827,,82.1017,DWARF,0,1.79162,141
TIC 426547985,426547985,100,100,13.46,245.4853,-77.161,4,2,3126.0,0.267868,,48.8111,DWARF,0,1.547842,142
TIC 292292038,292292038,100,100,12.27,278.6708,-68.5537,4,3,3307.0,0.288744,0.263827,33.5373,DWARF,0,1.375026,143
TIC 293963713,293963713,100,100,11.66,264.0605,-67.9368,4,4,3301.0,0.385324,,35.6616,DWARF,0,1.503652,144
TIC 193023697,193023697,100,100,8.6,155.5978,-28.8474,1,1,5039.0,0.740247,0.84,42.6435,DWARF,0,1.458753,145
TIC 410427235,410427235,100,100,11.91,167.3678,-20.0754,1,2,3481.0,0.318424,0.297741,34.9222,DWARF,0,1.388012,146
TIC 385230656,385230656,100,100,12.46,167.1113,-14.1126,1,3,3202.0,0.295449,,35.7417,DWARF,0,1.432965,147
TIC 332657786,332657786,100,100,13.0,149.992,-16.1603,1,4,3275.0,0.234967,,38.6057,DWARF,0,1.342014,148
TIC 82774204,82774204,100,100,10.76,170.1631,-50.1834,2,1,3822.0,0.57808,,48.5121,DWARF,0,1.675976,149
TIC 135454073,135454073,100,100,12.13,187.8314,-40.3099,2,2,3229.0,0.335841,,49.15025,DWARF,0,1.478267,150
TIC 142098917,142098917,100,100,7.2,179.1809,-32.2675,2,3,5641.0,0.954976,,35.4926,DWARF,0,1.399985,151
TIC 102840239,102840239,100,100,9.36,155.872,-43.8349,2,4,4953.89,0.759387,,59.7117,DWARF,0,1.632926,152
TIC 160833480,160833480,100,100,9.46,189.6098,-51.7173,3,1,5063.0,0.758572,,65.2019,DWARF,0,1.651994,153
TIC 271818417,271818417,100,100,12.63,187.0518,-59.761,3,2,3323.0,0.387814,,56.8642,DWARF,0,1.703247,154
TIC 448513620,448513620,100,100,8.9,211.0986,-68.9465,3,3,4725.0,0.926175,,53.155,DWARF,0,1.713386,155
TIC 331965788,331965788,100,100,11.09,212.7229,-65.3618,3,4,3618.0,0.480303,,42.6639,DWARF,0,1.581031,156
TIC 340101519,340101519,100,100,7.32,237.8707,-64.1817,4,1,6441.63,1.47431,,72.4333,DWARF,0,1.801178,157
TIC 402751959,402751959,100,100,8.37,224.6846,-75.5485,4,2,5753.7,0.877673,,58.54,DWARF,0,1.560665,158
TIC 423211395,423211395,100,100,11.94,286.9792,-79.3992,4,3,3367.0,0.318649,,33.5336,DWARF,0,1.394625,159
TIC 293798090,293798090,100,100,13.6,263.5396,-66.745,4,4,3241.0,0.263843,,54.4638,DWARF,0,1.562691,160
TIC 413303214,413303214,100,100,13.18,160.2813,-21.245,1,1,3226.0,0.265513,,43.8896,DWARF,0,1.484172,161
TIC 20500669,20500669,100,100,12.44,169.0769,-25.8244,1,2,3164.0,0.288385,,31.5702,DWARF,0,1.407945,162
TIC 347591983,347591983,100,100,12.44,168.6385,-13.827,1,3,3441.0,0.303428,,41.327,DWARF,0,1.452111,163
TIC 332705803,332705803,100,100,12.02,150.2019,-12.5059,1,4,3316.0,0.301835,,31.5828,DWARF,0,1.363539,164
TIC 304234452,304234452,100,100,11.49,165.0353,-56.1214,2,1,3561.0,0.490557,,50.4815,DWARF,0,1.679379,165
TIC 454017386,454017386,100,100,8.36,175.4525,-40.574,2,2,5040.0,0.919741,,47.4242,DWARF,0,1.599331,166
TIC 142098919,142098919,100,100,7.06,179.1748,-32.2682,2,3,5742.0,0.986414,,35.477,DWARF,0,1.400118,167
TIC 152109597,152109597,100,100,10.74,169.7083,-39.4731,2,4,3793.0,0.562213,,47.517,DWARF,0,1.647802,168
TIC 333772196,333772196,100,100,11.28,182.112,-52.2399,3,1,3689.0,0.529529,,54.1438,DWARF,0,1.703779,169
TIC 66932406,66932406,100,100,10.48,181.2938,-54.1215,3,2,3591.0,0.64189,,,DWARF,0,1.710921,170
TIC 338546417,338546417,100,100,13.32,198.5634,-70.3677,3,3,3103.0,0.336595,,58.6423,DWARF,0,1.718215,171
TIC 334768935,334768935,100,100,10.46,213.9317,-61.7036,3,4,3776.0,0.576302,,42.2132,DWARF,0,1.6133,172
TIC 424713519,424713519,100,100,12.66,236.7827,-65.5333,4,1,3514.0,0.437771,,72.4228,DWARF,0,1.814494,173
TIC 300951068,300951068,100,100,11.9,242.2901,-75.6434,4,2,3302.0,0.391964,,58.16209,DWARF,0,1.566492,174
TIC 343998246,343998246,100,100,12.07,277.2186,-73.903,4,3,3467.0,0.310239,,36.2084,DWARF,0,1.397393,175
TIC 307235539,307235539,100,100,12.95,267.5749,-63.3599,4,4,3228.0,0.315103,,48.8989,DWARF,0,1.586905,176
TIC 22221375,22221375,100,100,7.36,149.1229,-24.099,1,1,5940.41,1.03399,,45.683,DWARF,0,1.501033,177
TIC 20324932,20324932,100,100,8.01,167.3772,-25.9912,1,2,5470.0,0.807751,,41.3624,DWARF,0,1.416555,178
TIC 308094532,308094532,100,100,12.86,168.1129,-16.1784,1,3,3415.0,0.283092,,44.6888,DWARF,0,1.475855,179
TIC 192543856,192543856,100,100,10.91,154.5546,-20.4773,1,4,3091.0,0.425228,,25.3086,DWARF,0,1.439244,180
TIC 91474396,91474396,100,100,9.97,170.9444,-52.9608,2,1,3948.0,0.699602,,48.0072,DWARF,0,1.683702,181
TIC 102045344,102045344,100,100,8.64,181.7271,-38.1068,2,2,5415.14,0.87155,,58.6777,DWARF,0,1.608585,182
TIC 306996324,306996324,100,100,9.74,178.5789,-37.5538,2,3,3747.0,0.533024,,27.1701,DWARF,0,1.401494,183
TIC 49173897,49173897,100,100,13.7,165.3944,-34.1826,2,4,3205.0,0.296555,,64.3194,DWARF,0,1.684211,184
TIC 161738691,161738691,100,100,8.8,190.1809,-48.0477,3,1,5032.0,1.06805,,66.897,DWARF,0,1.817183,185
TIC 266376971,266376971,100,100,8.28,175.1677,-58.1043,3,2,5966.93,1.06861,,72.6076,DWARF,0,1.713638,186
TIC 360630575,360630575,100,100,8.72,189.7753,-74.574,3,3,5876.0,0.983215,,79.5561,DWARF,0,1.729297,187
TIC 294419275,294419275,100,100,12.29,222.5368,-60.6016,3,4,3171.0,0.390811,,52.7792053,DWARF,0,1.641934,188
TIC 263500760,263500760,100,100,8.38,231.0666,-66.4105,4,1,6237.0,1.18515,,90.4214,DWARF,0,1.823547,189
TIC 403202991,403202991,100,100,8.73,228.0955,-75.2549,4,2,5170.0,0.81943,,52.4566,DWARF,0,1.573024,190
TIC 343648067,343648067,100,100,11.8,272.2791,-76.2244,4,3,2993.0,0.333704,,27.2981,DWARF,0,1.406723,191
TIC 464271372,464271372,100,100,9.11,279.2865,-64.8046,4,4,5196.0,0.773659,,59.5741,DWARF,0,1.599099,192
TIC 192990045,192990045,100,100,8.5,155.2403,-28.7403,1,1,5556.32,0.800733,,53.2701,DWARF,0,1.506975,193
TIC 434495424,434495424,100,100,12.36,172.8901,-23.3142,1,2,3281.0,0.300438,,36.9488,DWARF,0,1.42751,194
TIC 410062743,410062743,100,100,11.13,161.9849,-15.5212,1,3,3624.0,0.423258,,33.7573,DWARF,0,1.47921,195
TIC 293605269,293605269,100,100,12.4,149.6469,-14.7502,1,4,3436.0,0.308754,,41.2154,DWARF,0,1.459225,196
TIC 92997988,92997988,100,100,10.04,174.3405,-48.0243,2,1,4484.0,0.698802,,60.2716,DWARF,0,1.696708,197
TIC 403763751,403763751,100,100,8.33,179.9978,-42.0937,2,2,6011.0,0.945105,,66.313,DWARF,0,1.61696,198
TIC 142040321,142040321,100,100,7.79,178.5211,-29.9828,2,3,5544.0,0.884988,,42.1104,DWARF,0,1.451875,199
TIC 54147301,54147301,100,100,12.44,160.5354,-33.3585,2,4,3696.0,0.397583,,64.1474,DWARF,0,1.686856,200
TIC 253956777,253956777,100,100,13.89,199.1506,-55.717,3,1,2959.0,0.33361,,69.1165,DWARF,0,1.824478,201
TIC 267522448,267522448,100,100,8.19,176.1966,-58.2649,3,2,6113.0,1.09233,,73.9957,DWARF,0,1.714708,202
TIC 438031710,438031710,100,100,7.17,194.8974,-64.3718,3,3,6269.4,1.40522,,61.7528,DWARF,0,1.729489,203
TIC 382109014,382109014,100,100,12.37,208.6673,-64.3528,3,4,3457.0,0.386094,,54.341,DWARF,0,1.647386,204
TIC 424713521,424713521,100,100,11.96,236.7788,-65.5344,4,1,3687.0,0.531671,,72.2919,DWARF,0,1.843286,205
TIC 395326726,395326726,100,100,10.91,206.0402,-77.1019,4,2,3646.0,0.501605,,41.5537,DWARF,0,1.582724,206
TIC 340902907,340902907,100,100,13.55,294.6653,-73.2511,4,3,3174.0,0.22797,,43.2222,DWARF,0,1.425755,207
TIC 381285216,381285216,100,100,12.27,255.5408,-67.5764,4,4,3098.0,0.37671,,41.3132,DWARF,0,1.606014,208
TIC 179297418,179297418,100,100,13.1,159.7086,-20.9066,1,1,3163.0,0.308338,,50.7626,DWARF,0,1.598054,209
TIC 20375215,20375215,100,100,8.84,167.6082,-29.4145,1,2,4799.0,0.678033,,39.7429,DWARF,0,1.430502,210
TIC 386563542,386563542,100,100,12.27,159.1248,-12.6172,1,3,3366.0,0.331486,,40.8062,DWARF,0,1.49493,211
TIC 308773532,308773532,100,100,11.81,151.5875,-17.6773,1,4,3331.0,0.371023,,37.1009,DWARF,0,1.500802,212
TIC 162808761,162808761,100,100,8.01,171.1047,-47.5057,2,1,6111.0,1.12603,,70.1138,DWARF,0,1.7051,213
TIC 461190024,461190024,100,100,9.32,181.1958,-40.2259,2,2,5401.0,0.764533,,69.923,DWARF,0,1.630792,214
TIC 32612670,32612670,100,100,13.86,175.7591,-29.6887,2,3,3150.0,0.225303,,48.567,DWARF,0,1.477534,215
TIC 49005244,49005244,100,100,11.67,164.2978,-33.3575,2,4,3681.0,0.477186,,55.6048,DWARF,0,1.691375,216
TIC 403911150,403911150,100,100,13.14,188.4636,-50.4842,3,1,3361.0,0.3993,,76.6325,DWARF,0,1.830599,217
TIC 451060670,451060670,100,100,8.03,187.6516,-61.3993,3,2,6258.0,1.16586,,76.1864,DWARF,0,1.739293,218
TIC 313869987,313869987,100,100,13.08,183.9816,-68.1091,3,3,3329.0,0.36582,,64.1685,DWARF,0,1.742535,219
TIC 387426198,387426198,100,100,10.84,217.2266,-65.5875,3,4,3773.0,0.556415,,48.6623,DWARF,0,1.658798,220
TIC 423987361,423987361,100,100,9.61,235.8419,-63.6642,4,1,5728.0,0.932397,,106.683,DWARF,0,1.861202,221
TIC 310106386,310106386,100,100,9.79,250.987,-75.5071,4,2,3622.0,0.650818,,36.0027,DWARF,0,1.584919,222
TIC 384843642,384843642,100,100,12.72,263.5031,-79.479,4,3,3435.0,0.302587,,46.7699,DWARF,0,1.505701,223
TIC 304437284,304437284,100,100,8.64,259.5602,-60.4583,4,4,5423.0,0.88069,,59.4946,DWARF,0,1.617646,224
TIC 167930710,167930710,100,100,13.23,151.8783,-27.2866,1,1,3176.0,0.302887,,52.2986,DWARF,0,1.608561,225
TIC 157754412,157754412,100,100,12.87,172.6208,-16.3533,1,2,3241.0,0.275244,,39.6988,DWARF,0,1.453436,226
TIC 332829722,332829722,100,100,10.22,165.2573,-15.9591,1,3,3896.0,0.539106,,36.0962,DWARF,0,1.507348,227
TIC 415643181,415643181,100,100,12.94,147.6202,-19.1443,1,4,3356.0,0.288675,,46.9682,DWARF,0,1.508818,228
TIC 93772499,93772499,100,100,9.29,176.0065,-51.2644,2,1,5537.0,0.856748,,80.9237,DWARF,0,1.723706,229
TIC 61420420,61420420,100,100,12.37,175.9058,-43.6784,2,2,3323.0,0.381498,,49.955,DWARF,0,1.636985,230
TIC 270375457,270375457,100,100,12.84,176.7932,-28.3047,2,3,3403.0,0.308088,,50.5258,DWARF,0,1.54535,231
TIC 146271266,146271266,100,100,9.36,158.0433,-42.1497,2,4,5576.0,0.817869,,80.8334,DWARF,0,1.697367,232
TIC 244882910,244882910,100,100,8.18,196.8057,-52.0166,3,1,6350.0,1.25359,,89.7324,DWARF,0,1.832311,233
TIC 405382512,405382512,100,100,9.96,184.1472,-57.5959,3,2,4094.0,0.764188,,50.3829,DWARF,0,1.7584,234
TIC 411128851,411128851,100,100,9.91,178.3418,-67.1186,3,3,5163.0,0.783095,,86.3229,DWARF,0,1.769629,235
TIC 400701350,400701350,100,100,7.32,220.1617,-65.4182,3,4,6174.83,1.28001,,58.8841,DWARF,0,1.678427,236
TIC 259834345,259834345,100,100,12.12,224.1166,-68.968,4,1,3623.0,0.530935,,76.5273,DWARF,0,1.874083,237
TIC 418807720,418807720,100,100,13.31,219.8918,-80.811,4,2,3206.0,0.293263,,52.3928,DWARF,0,1.596515,238
TIC 295316003,295316003,100,100,12.96,271.5293,-71.6027,4,3,3456.0,0.295498,,51.1991,DWARF,0,1.533109,239
TIC 381285222,381285222,100,100,11.46,255.5387,-67.5798,4,4,3280.0,0.463848,,41.2314,DWARF,0,1.624751,240
TIC 423443451,423443451,100,100,10.75,157.7666,-21.6486,1,1,3319.0,0.541537,,33.9556,DWARF,0,1.617256,241
TIC 461157785,461157785,100,100,13.81,165.6189,-27.7677,1,2,3094.0,0.222782,,43.475,DWARF,0,1.45776,242
TIC 385229225,385229225,100,100,12.83,166.9217,-15.2097,1,3,3311.0,0.30219,,45.3808,DWARF,0,1.52656,243
TIC 358930061,358930061,100,100,8.16,151.6626,-19.3112,1,4,5913.0,0.927389,,58.4719,DWARF,0,1.566524,244
TIC 308007049,308007049,100,100,12.32,167.3554,-55.0984,2,1,3755.0,0.436355,,68.8924,DWARF,0,1.74368,245
TIC 449353370,449353370,100,100,13.27,191.2945,-46.2612,2,2,3225.0,0.311058,,54.8545,DWARF,0,1.639683,246
TIC 157257984,157257984,100,100,11.48,176.4705,-30.8532,2,3,3599.0,0.421767,,42.1811,DWARF,0,1.546145,247
TIC 107010525,107010525,100,100,9.03,162.0199,-38.2115,2,4,5507.0,0.884274,,73.269,DWARF,0,1.699174,248
TIC 272482203,272482203,100,100,8.23,187.8488,-56.9771,3,1,6029.0,1.24069,,62.7929,DWARF,0,1.833327,249
TIC 318269941,318269941,100,100,11.36,172.9638,-62.9657,3,2,3628.0,0.560664,,58.4622,DWARF,0,1.769405,250
TIC 329091144,329091144,100,100,9.86,191.4295,-71.8889,3,3,5097.0,0.804045,,84.4495,DWARF,0,1.782561,251
TIC 208064783,208064783,100,100,13.14,207.755,-59.3881,3,4,3262.0,0.355106,,63.6914,DWARF,0,1.728716,252
TIC 263890743,263890743,100,100,12.56,231.9256,-67.1154,4,1,3619.0,0.484356,,84.1724,DWARF,0,1.882329,253
TIC 418471427,418471427,100,100,12.68,205.5341,-79.1234,4,2,3228.0,0.347615,,48.3027,DWARF,0,1.618197,254
TIC 343601108,343601108,100,100,8.29,271.8673,-73.0966,4,3,5806.7,0.905575,,59.2364,DWARF,0,1.571849,255
TIC 464271371,464271371,100,100,12.25,279.2915,-64.8067,4,4,3581.0,0.416202,,59.5692,DWARF,0,1.688608,256
TIC 192988021,192988021,100,100,9.91,155.3155,-25.1093,1,1,4853.0,0.664837,,64.4886,DWARF,0,1.62743,257
TIC 219698955,219698955,100,100,12.59,175.4326,-23.2145,1,2,3323.0,0.298971,,42.0162,DWARF,0,1.469258,258
TIC 143047133,143047133,100,100,12.88,167.652,-9.3512,1,3,3313.0,0.300939,,46.9548,DWARF,0,1.532957,259
TIC 284041309,284041309,100,100,12.23,152.4897,-18.7519,1,4,3556.0,0.382898,,52.3649,DWARF,0,1.612166,260
TIC 308007414,308007414,100,100,12.29,167.3245,-55.0268,2,1,3769.0,0.443747,,69.2253,DWARF,0,1.752271,261
TIC 135078221,135078221,100,100,10.9,184.9087,-36.5193,2,2,5561.0,0.538269,,98.71695,DWARF,0,1.641999,262
TIC 57574122,57574122,100,100,12.19,173.2808,-34.7713,2,3,3578.0,0.363621,,47.8164,DWARF,0,1.559298,263
TIC 49005243,49005243,100,100,11.02,164.2973,-33.3604,2,4,3890.0,0.561278,,55.6132,DWARF,0,1.702356,264
TIC 241376080,241376080,100,100,13.88,204.6882,-50.8867,3,1,3316.0,0.340028,,86.1243,DWARF,0,1.839029,265
TIC 303226634,303226634,100,100,13.04,163.8987,-57.8445,3,2,3294.0,0.385414,,67.4423,DWARF,0,1.779855,266
TIC 334207648,334207648,100,100,9.75,192.9837,-66.6404,3,3,5242.0,0.828724,,87.3155,DWARF,0,1.78682,267
TIC 193641523,193641523,100,100,10.07,222.1652,-57.5893,3,4,4488.0,0.729635,,63.9262,DWARF,0,1.740211,268
TIC 263890761,263890761,100,100,11.66,231.9243,-67.1171,4,1,3928.0,0.603027,,84.2464,DWARF,0,1.892674,269
TIC 401827042,401827042,100,100,9.77,217.628,-72.7592,4,2,4348.0,0.704479,,49.6792,DWARF,0,1.649736,270
TIC 387063402,387063402,100,100,12.37,273.3964,-69.8798,4,3,3341.0,0.367619,,47.4078,DWARF,0,1.604796,271
TIC 291319954,291319954,100,100,12.66,260.9506,-57.6989,4,4,3469.0,0.385275,,62.8535,DWARF,0,1.703542,272
TIC 54044891,54044891,100,100,13.3,159.8819,-31.806,1,1,3287.0,0.31046,,94.71589,DWARF,0,1.644011,273
TIC 433007264,433007264,100,100,7.55,170.458,-24.19,1,2,5951.0,0.981131,,47.7136,DWARF,0,1.493454,274
TIC 143046355,143046355,100,100,13.47,167.5101,-6.0736,1,3,3203.0,0.286628,,55.0149,DWARF,0,1.608637,275
TIC 284041308,284041308,100,100,12.22,152.4907,-18.7503,1,4,3551.0,0.387684,,52.3178,DWARF,0,1.620956,276
TIC 410958733,410958733,100,100,10.57,160.4386,-50.9951,2,1,4499.0,0.662317,,73.361,DWARF,0,1.756132,277
TIC 61643969,61643969,100,100,8.14,176.9425,-46.6021,2,2,5962.0,1.01972,,64.7331,DWARF,0,1.644962,278
TIC 157257983,157257983,100,100,9.72,176.4732,-30.8525,2,3,4257.0,0.643334,,42.1591,DWARF,0,1.560873,279
