target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,teff_k,stellar_radius_solar,distance_pc,luminosity_class,stellar_selection_tier,small_planet_merit,selection_rank
TIC 395926728,395926728,100,100,12.88,210.0247,-77.9116,4,2,5881.0,1.81249,884.446,DWARF,1,3.092551,4407
TIC 362111691,362111691,100,100,13.18,244.8548,-66.6703,4,1,6356.0,1.70442,1150.11,DWARF,1,3.099153,4408
TIC 295044385,295044385,100,100,12.54,269.3773,-66.5067,4,4,6219.0,1.9757,962.264,DWARF,1,3.099442,4409
TIC 146588293,146588293,100,100,13.99,159.177,-43.9834,2,4,6643.0,1.43221,1414.23,DWARF,1,3.110013,4410
TIC 187992886,187992886,100,100,13.35,159.968,-26.0505,1,1,6096.0,1.67193,1155.81,DWARF,1,3.116436,4411
TIC 307232923,307232923,100,100,13.21,267.731,-61.6144,4,4,5859.0,1.74043,1038.26,DWARF,1,3.123313,4412
TIC 303385111,303385111,100,100,13.04,256.7998,-64.5471,4,4,5654.0,1.84693,936.608,DWARF,1,3.140901,4413
TIC 14715294,14715294,100,100,13.12,174.7522,-29.8421,2,3,6295.98,1.81444,1180.61,DWARF,1,3.141485,4414
TIC 67798337,67798337,100,100,13.28,185.6645,-58.4291,3,2,6905.0,1.76634,1181.19,DWARF,1,3.150149,4415
TIC 157213708,157213708,100,100,13.23,175.8163,-30.0732,2,3,5933.0,1.79182,1121.79,DWARF,1,3.152589,4416
TIC 241592217,241592217,100,100,13.23,207.1956,-53.5759,3,4,6119.0,1.82581,950.963,DWARF,1,3.168911,4417
TIC 301247383,301247383,100,100,12.99,255.1056,-69.6179,4,4,5928.0,1.9309,1049.37,DWARF,1,3.16952,4418
TIC 303500798,303500798,100,100,13.57,159.8168,-49.0463,2,1,6118.0,1.69103,1080.88,DWARF,1,3.170303,4419
TIC 451084885,451084885,100,100,13.27,170.5553,-55.5289,3,2,6879.0,1.81323,1213.37,DWARF,1,3.170906,4420
TIC 91794828,91794828,100,100,13.38,171.4739,-53.3101,2,1,6821.0,1.77835,1325.9,DWARF,1,3.176034,4421
TIC 396649769,396649769,100,100,13.49,214.41,-75.3243,4,2,5709.0,1.80233,1079.8,DWARF,1,3.209669,4422
TIC 365432222,365432222,100,100,13.51,273.2551,-65.9075,4,4,5426.0,1.91728,1152.55,DWARF,1,3.267371,4423
TIC 388857263,388857263,100,100,7.36,217.3691,-62.6739,3,4,,0.153719,1.30119,DWARF,2,-0.154545,4424
TIC 270462176,270462176,100,100,11.06,166.4225,-14.0734,1,3,30120.0,0.127,480.908,DWARF,2,0.419607,4425
TIC 342238727,342238727,100,100,12.11,240.0493,-64.559,4,1,34640.0,0.113,216.592,DWARF,2,0.528157,4426
TIC 32661254,32661254,100,100,10.94,176.3691,-27.3067,2,3,31000.0,0.18,506.666,DWARF,2,0.698545,4427
TIC 73764693,73764693,100,100,11.78,155.8409,-37.6168,2,4,28400.0,0.18,265.501,DWARF,2,0.866545,4428
TIC 55003990,55003990,100,100,11.68,160.7477,-9.209,1,3,,0.189,,DWARF,2,0.888924,4429
TIC 365430919,365430919,100,100,12.81,273.316,-64.9215,4,4,50000.0,0.147,574.431,DWARF,2,0.896635,4430
TIC 432162081,432162081,100,100,13.05,153.2604,-21.5465,1,4,50000.0,0.147,2108.09,DWARF,2,0.944635,4431
TIC 404191990,404191990,100,100,13.18,294.9125,-76.0215,4,3,34000.0,0.143,,DWARF,2,0.946672,4432
TIC 151641733,151641733,100,100,12.34,166.9298,-37.533,2,4,31000.0,0.18,895.41,DWARF,2,0.978545,4433
TIC 157323544,157323544,100,100,12.4,176.7925,-32.3585,2,3,31000.0,0.18,1763.32,DWARF,2,0.990545,4434
TIC 71248239,71248239,100,100,12.49,154.2653,-33.9172,1,1,31000.0,0.18,725.25,DWARF,2,1.008545,4435
TIC 181820016,181820016,100,100,12.55,166.1905,-14.2366,1,3,31000.0,0.18,982.836,DWARF,2,1.020545,4436
TIC 352142391,352142391,100,100,13.55,287.0864,-72.5096,4,3,50000.0,0.147,2023.63,DWARF,2,1.044635,4437
TIC 396874449,396874449,100,100,13.69,168.4517,-8.0057,1,3,34000.0,0.143,558.549,DWARF,2,1.048672,4438
TIC 71716888,71716888,100,100,12.71,156.5352,-30.4373,1,1,31000.0,0.18,1206.32,DWARF,2,1.052545,4439
TIC 188174892,188174892,100,100,13.59,162.4803,-27.3192,1,1,50000.0,0.147,1723.5,DWARF,2,1.052635,4440
TIC 14680532,14680532,100,100,12.8,174.3712,-28.1619,2,3,31000.0,0.18,582.568,DWARF,2,1.070545,4441
TIC 219641382,219641382,100,100,12.88,175.2126,-22.9128,1,2,31000.0,0.18,878.63,DWARF,2,1.086545,4442
TIC 365771053,365771053,100,100,13.02,275.106,-64.4668,4,4,31000.0,0.18,741.458,DWARF,2,1.114545,4443
TIC 193087619,193087619,100,100,11.97,156.4619,-24.8888,1,1,41700.0,0.234,412.984,DWARF,2,1.132432,4444
TIC 301454053,301454053,100,100,13.99,256.2745,-71.9359,4,3,50000.0,0.147,1142.71,DWARF,2,1.132635,4445
TIC 106504049,106504049,100,100,8.71,159.9367,-37.9215,2,4,,0.498588,16.75009,DWARF,2,1.137484,4446
TIC 334737945,334737945,100,100,13.29,157.6794,-16.3435,1,4,31000.0,0.18,3611.87,DWARF,2,1.168545,4447
TIC 467968448,467968448,100,100,13.35,284.9928,-67.8288,4,3,31000.0,0.18,500.383,DWARF,2,1.180545,4448
TIC 167976324,167976324,100,100,12.78,151.9663,-29.4092,1,1,41880.0,0.208,382.549,DWARF,2,1.192127,4449
TIC 311536402,311536402,100,100,13.57,260.0517,-76.6078,4,3,31000.0,0.18,498.806,DWARF,2,1.224545,4450
TIC 396004353,396004353,100,100,13.72,210.4805,-75.2261,4,2,31000.0,0.18,554.441,DWARF,2,1.254545,4451
TIC 56648314,56648314,100,100,13.78,158.065,-11.1213,1,3,31000.0,0.18,1679.64,DWARF,2,1.266545,4452
TIC 423443452,423443452,100,100,8.67,157.7669,-21.6469,1,1,,0.607,25.54104,DWARF,2,1.300377,4453
TIC 294836239,294836239,100,100,13.95,267.8059,-66.8723,4,4,31000.0,0.18,591.305,DWARF,2,1.300545,4454
TIC 71340025,71340025,100,100,13.96,154.708,-33.5304,1,1,31000.0,0.18,779.825,DWARF,2,1.302545,4455
TIC 163582657,163582657,100,100,12.92,174.3687,-42.8721,2,2,,0.243,71.3143845,DWARF,2,1.355213,4456
TIC 73227232,73227232,100,100,9.78,190.1471,-45.4397,2,2,,0.566,38.6898,DWARF,2,1.461633,4457
TIC 20448010,20448010,100,100,12.87,168.5918,-24.3582,1,2,23430.0,0.285,502.048,DWARF,2,1.48369,4458
TIC 308021325,308021325,100,100,13.92,155.3406,-15.2881,1,4,37900.0,0.226,1126.64,DWARF,2,1.492217,4459
TIC 364208947,364208947,100,100,8.23,252.1964,-67.2684,4,4,8407.0,1.17088,124.572,DWARF,2,1.783025,4460
TIC 413185975,413185975,100,100,7.38,204.9402,-54.1483,3,1,11735.0,1.4598,135.546,DWARF,2,1.804587,4461
TIC 162246786,162246786,100,100,7.49,168.8723,-44.3953,2,1,7756.0,1.48923,101.977,DWARF,2,1.843924,4462
TIC 67696009,67696009,100,100,7.26,182.4111,-58.3497,3,2,8313.0,1.57671,104.294,DWARF,2,1.847504,4463
TIC 395599357,395599357,100,100,7.02,208.2751,-73.2689,3,3,9521.0,1.69067,113.846,DWARF,2,1.860118,4464
TIC 273279406,273279406,100,100,7.45,188.4923,-56.5708,3,1,8659.0,1.53497,114.132,DWARF,2,1.8622,4465
TIC 311589488,311589488,100,100,7.28,185.9252,-63.8702,3,2,8528.0,1.5995,107.929,DWARF,2,1.863968,4466
TIC 433276686,433276686,100,100,7.23,182.774,-56.4014,3,2,8685.0,1.64613,112.082,DWARF,2,1.878928,4467
TIC 328990060,328990060,100,100,7.27,191.2507,-69.0299,3,3,8681.0,1.63219,114.423,DWARF,2,1.879541,4468
TIC 72008370,72008370,100,100,7.3,167.432,-43.3328,2,1,7049.67,1.63291,91.9725,DWARF,2,1.885924,4469
TIC 295882266,295882266,100,100,7.89,171.7447,-69.0468,3,3,7862.0,1.42928,118.334,DWARF,2,1.888235,4470
TIC 422476687,422476687,100,100,7.15,233.56,-60.8082,4,1,9647.0,1.70201,122.826,DWARF,2,1.891924,4471
TIC 162432383,162432383,100,100,8.07,169.4911,-46.0984,2,1,7308.0,1.37763,112.873,DWARF,2,1.892265,4472
TIC 253425832,253425832,100,100,7.64,196.6977,-59.4442,3,1,7558.0,1.52438,105.851,DWARF,2,1.894186,4473
TIC 272909259,272909259,100,100,7.57,188.3327,-54.9812,3,1,9254.0,1.56606,131.946,DWARF,2,1.903617,4474
TIC 461199655,461199655,100,100,7.76,181.5011,-39.2203,2,2,9175.0,1.50675,139.221,DWARF,2,1.908082,4475
TIC 438730645,438730645,100,100,7.45,201.3749,-52.3621,3,1,7767.0,1.62363,107.793,DWARF,2,1.910974,4476
TIC 161162039,161162039,100,100,7.85,189.9422,-49.1989,3,1,8288.0,1.48423,129.522,DWARF,2,1.913002,4477
TIC 454109915,454109915,100,100,7.72,176.9987,-40.2917,2,2,7887.0,1.53614,115.84,DWARF,2,1.916862,4478
TIC 15367231,15367231,100,100,7.51,185.0804,-51.2187,3,1,8120.0,1.61389,117.33,DWARF,2,1.917748,4479
TIC 332351556,332351556,100,100,7.28,179.6618,-52.7688,3,2,7701.0,1.70174,105.564,DWARF,2,1.917786,4480
TIC 338464960,338464960,100,100,7.22,198.791,-67.8805,3,3,8509.0,1.73036,114.869,DWARF,2,1.920273,4481
TIC 438734016,438734016,100,100,7.65,201.4829,-51.1772,3,1,7841.0,1.56805,115.291,DWARF,2,1.92072,4482
TIC 447536804,447536804,100,100,7.66,253.3774,-63.2354,4,4,8098.0,1.56886,121.474,DWARF,2,1.923168,4483
TIC 404009448,404009448,100,100,7.13,188.5363,-50.0603,3,1,8382.0,1.77402,112.455,DWARF,2,1.923917,4484
TIC 157226560,157226560,100,100,7.98,176.0791,-31.6256,2,3,7333.0,1.46098,116.593,DWARF,2,1.925289,4485
TIC 452035938,452035938,100,100,7.5,173.2728,-54.3246,2,1,7299.0,1.64152,103.888,DWARF,2,1.930492,4486
TIC 403779926,403779926,100,100,7.27,220.7691,-62.2075,3,4,8399.0,1.73085,116.228,DWARF,2,1.930519,4487
TIC 93326464,93326464,100,100,7.73,175.1604,-49.5092,2,1,8471.0,1.55944,131.441,DWARF,2,1.931937,4488
TIC 120776072,120776072,100,100,7.68,164.1225,-48.332,2,1,7277.0,1.57925,106.122,DWARF,2,1.932902,4489
TIC 106498211,106498211,100,100,7.32,159.7002,-40.6723,2,4,7478.0,1.71615,104.002,DWARF,2,1.93311,4490
TIC 438695853,438695853,100,100,7.38,201.0356,-53.7932,3,1,9861.0,1.69902,137.514,DWARF,2,1.936397,4491
TIC 22316553,22316553,100,100,7.84,183.7345,-47.9486,2,2,7416.0,1.53074,116.185,DWARF,2,1.937803,4492
TIC 208390962,208390962,100,100,7.0,208.6592,-55.7384,3,4,7358.78,1.86017,96.8972,DWARF,2,1.939105,4493
TIC 142171923,142171923,100,100,7.61,180.1007,-30.3366,2,3,7454.0,1.61669,111.311,DWARF,2,1.939254,4494
TIC 359308549,359308549,100,100,7.56,201.091,-53.9996,3,1,9709.0,1.65257,143.436,DWARF,2,1.94832,4495
TIC 448169499,448169499,100,100,7.66,208.6383,-68.2377,3,3,7813.0,1.61907,120.773,DWARF,2,1.950531,4496
TIC 256246065,256246065,100,100,7.87,199.831,-59.4725,3,4,7092.0,1.5486,109.273,DWARF,2,1.953879,4497
TIC 241755717,241755717,100,100,7.99,208.8284,-53.5287,3,4,8052.0,1.50945,131.614,DWARF,2,1.955637,4498
TIC 245431214,245431214,100,100,7.73,200.1114,-49.2238,3,1,7530.0,1.60391,115.521,DWARF,2,1.95636,4499
TIC 22759400,22759400,100,100,7.42,185.7086,-45.6591,2,2,8056.0,1.72261,118.997,DWARF,2,1.956374,4500
TIC 22562087,22562087,100,100,7.8,184.8189,-47.8301,2,2,8824.0,1.58049,144.026,DWARF,2,1.957584,4501
TIC 314898880,314898880,100,100,7.7,202.7911,-60.7288,3,4,8287.0,1.61745,128.784,DWARF,2,1.957662,4502
TIC 165590096,165590096,100,100,7.61,192.4532,-51.3931,3,1,8104.0,1.65915,125.01,DWARF,2,1.961771,4503
TIC 360619480,360619480,100,100,9.5,240.6772,-71.304,4,2,7581.87,1.07448,451.085,DWARF,2,1.962397,4504
TIC 261580100,261580100,100,100,7.0,227.202,-70.7108,4,2,8804.0,1.91256,121.112,DWARF,2,1.96323,4505
TIC 162695390,162695390,100,100,8.26,191.0077,-53.5058,3,1,7104.11,1.44005,125.402,DWARF,2,1.968755,4506
TIC 332818531,332818531,100,100,8.17,164.9768,-17.3169,1,3,7802.0,1.47809,136.995,DWARF,2,1.973402,4507
TIC 152484511,152484511,100,100,7.27,171.8721,-39.8766,2,3,9225.0,1.82884,135.517,DWARF,2,1.978351,4508
TIC 57790061,57790061,100,100,7.26,174.5867,-33.6057,2,3,9558.0,1.83729,140.801,DWARF,2,1.980355,4509
TIC 376743314,376743314,100,100,7.77,180.9104,-57.5919,3,2,7995.0,1.63717,130.674,DWARF,2,1.982188,4510
TIC 383894833,383894833,100,100,8.22,216.4473,-60.4946,3,4,7884.0,1.47698,135.084,DWARF,2,1.982749,4511
TIC 447135535,447135535,100,100,8.16,239.6674,-68.6058,4,1,7746.0,1.49814,139.892,DWARF,2,1.983105,4512
TIC 178344145,178344145,100,100,7.06,164.2965,-44.8097,2,1,7090.0,1.93173,97.7631,DWARF,2,1.983893,4513
TIC 467773371,467773371,100,100,7.74,169.4918,-64.0426,3,2,9005.0,1.65287,138.044,DWARF,2,1.984477,4514
TIC 448807213,448807213,100,100,7.66,182.4486,-33.4876,2,3,8437.0,1.69037,136.911,DWARF,2,1.987964,4515
TIC 241308672,241308672,100,100,8.06,204.0336,-52.7137,3,1,7915.0,1.54494,136.68,DWARF,2,1.989823,4516
TIC 209799924,209799924,100,100,7.82,211.1035,-58.2007,3,4,8438.0,1.63406,138.716,DWARF,2,1.990536,4517
TIC 333195768,333195768,100,100,8.08,181.2124,-50.8538,2,2,7758.0,1.5417,137.751,DWARF,2,1.992,4518
TIC 334400037,334400037,100,100,7.31,183.1487,-52.7776,3,1,8742.0,1.84088,132.683,DWARF,2,1.992051,4519
TIC 332655536,332655536,100,100,8.0,149.8455,-13.7405,1,4,7715.0,1.57991,136.517,DWARF,2,1.997265,4520
TIC 297891163,297891163,100,100,7.72,224.6867,-65.004,4,1,7817.0,1.6933,126.96,DWARF,2,2.001468,4521
TIC 316898097,316898097,100,100,7.89,203.8108,-60.1579,3,4,7848.0,1.63914,113.507,DWARF,2,2.007232,4522
TIC 311650379,311650379,100,100,7.8,260.776,-76.3518,4,3,8494.0,1.67733,142.854,DWARF,2,2.009237,4523
TIC 21986681,21986681,100,100,8.2,182.5469,-46.9875,2,2,7557.0,1.53522,140.563,DWARF,2,2.012341,4524
TIC 210852484,210852484,100,100,8.21,212.8328,-54.6324,3,4,7220.0,1.53278,128.743,DWARF,2,2.01296,4525
TIC 401431718,401431718,100,100,8.18,200.6328,-52.1685,3,1,7091.0,1.54415,125.98,DWARF,2,2.013379,4526
TIC 466094094,466094094,100,100,8.31,294.8291,-71.7932,4,3,7509.0,1.49949,142.225,DWARF,2,2.013887,4527
TIC 298941139,298941139,100,100,7.02,243.092,-61.9293,4,1,9826.0,2.01819,142.787,DWARF,2,2.013924,4528
TIC 147569266,147569266,100,100,8.14,163.6443,-44.6874,2,1,7046.82,1.56427,123.412,DWARF,2,2.016623,4529
TIC 262162166,262162166,100,100,7.39,228.5539,-70.5592,4,2,7454.0,1.86127,116.041,DWARF,2,2.017619,4530
TIC 280562557,280562557,100,100,8.04,170.9129,-65.8344,3,2,8991.0,1.60609,159.911,DWARF,2,2.01954,4531
TIC 334475928,334475928,100,100,7.09,193.4148,-71.2736,3,3,9681.0,1.99945,141.864,DWARF,2,2.019821,4532
TIC 410301282,410301282,100,100,8.0,149.9343,-18.665,1,4,7485.0,1.63883,137.259,DWARF,2,2.029068,4533
TIC 74604874,74604874,100,100,8.13,265.3137,-59.91,4,4,7955.0,1.59155,150.455,DWARF,2,2.029641,4534
TIC 467980197,467980197,100,100,8.46,169.9779,-63.7502,3,2,7885.0,1.47931,149.388,DWARF,2,2.032118,4535
TIC 359986604,359986604,100,100,7.34,223.9141,-78.8832,4,2,9497.0,1.92817,151.458,DWARF,2,2.038291,4536
TIC 245430125,245430125,100,100,8.9,200.2148,-48.7223,3,1,7208.0,1.34653,156.399,DWARF,2,2.038432,4537
TIC 272788003,272788003,100,100,8.48,161.58,-51.1913,2,1,8217.0,1.48364,166.037,DWARF,2,2.038657,4538
TIC 449666278,449666278,100,100,8.06,200.8917,-60.3771,3,4,7929.0,1.63714,145.734,DWARF,2,2.040172,4539
TIC 292700811,292700811,100,100,7.32,271.5206,-74.0048,4,3,8484.0,1.94183,134.876,DWARF,2,2.040422,4540
TIC 401282871,401282871,100,100,8.39,188.1227,-49.9429,3,1,7423.0,1.52726,147.852,DWARF,2,2.045826,4541
TIC 317530127,317530127,100,100,8.32,172.6287,-62.1688,3,2,8414.0,1.56315,160.08,DWARF,2,2.052001,4542
TIC 450857090,450857090,100,100,7.66,187.1152,-60.389,3,2,9016.0,1.81972,153.354,DWARF,2,2.052009,4543
TIC 275452860,275452860,100,100,8.22,178.4633,-43.7892,2,2,7831.0,1.61127,151.444,DWARF,2,2.058337,4544
TIC 288891839,288891839,100,100,8.24,201.8618,-54.1552,3,1,8473.0,1.61148,164.573,DWARF,2,2.06245,4545
TIC 266719282,266719282,100,100,7.43,175.2506,-54.5488,3,2,10303.0,1.94304,169.632,DWARF,2,2.062963,4546
TIC 311534239,311534239,100,100,7.19,259.9472,-74.606,4,3,6959.0,2.05629,105.202,DWARF,2,2.064169,4547
TIC 292631794,292631794,100,100,7.62,270.7995,-75.6895,4,3,8008.0,1.86549,137.383,DWARF,2,2.065586,4548
TIC 106501145,106501145,100,100,8.27,159.7167,-37.5901,2,4,7402.0,1.60866,148.677,DWARF,2,2.066929,4549
TIC 332703291,332703291,100,100,8.04,150.0706,-16.5038,1,4,8204.0,1.70078,161.516,DWARF,2,2.069296,4550
TIC 433738779,433738779,100,100,7.05,190.6128,-61.0186,3,2,7184.0,2.13769,101.937,DWARF,2,2.069889,4551
TIC 435504149,435504149,100,100,8.57,192.9813,-64.6758,3,3,7894.0,1.50838,165.86,DWARF,2,2.071022,4552
TIC 146172341,146172341,100,100,7.41,157.8053,-42.2294,2,4,11216.0,1.97325,185.57,DWARF,2,2.072364,4553
TIC 426492996,426492996,100,100,7.89,244.2303,-71.9069,4,2,8131.0,1.76916,153.878,DWARF,2,2.073534,4554
TIC 339652086,339652086,100,100,8.17,200.4106,-66.0336,3,3,8733.0,1.65891,171.14,DWARF,2,2.073646,4555
TIC 284377321,284377321,100,100,7.94,233.6105,-59.8011,4,1,8062.0,1.75264,149.058,DWARF,2,2.075385,4556
TIC 340850255,340850255,100,100,7.68,201.8501,-66.7471,3,3,8763.0,1.8698,155.636,DWARF,2,2.07959,4557
TIC 410984626,410984626,100,100,8.71,178.4477,-71.8154,3,3,7136.0,1.47522,152.905,DWARF,2,2.079714,4558
TIC 447479010,447479010,100,100,8.41,252.7794,-62.9606,4,4,7548.0,1.58198,158.972,DWARF,2,2.080402,4559
TIC 339301537,339301537,100,100,7.28,199.9305,-67.3644,3,3,10977.0,2.05276,172.682,DWARF,2,2.080676,4560
TIC 429285951,429285951,100,100,8.35,167.5188,-22.8432,1,2,7078.0,1.60482,142.419,DWARF,2,2.080853,4561
TIC 418638224,418638224,100,100,8.34,208.828,-78.1405,4,2,7719.0,1.6093,159.093,DWARF,2,2.081274,4562
TIC 327018641,327018641,100,100,7.49,188.8831,-68.3509,3,3,9651.0,1.97041,167.59,DWARF,2,2.087113,4563
TIC 402126030,402126030,100,100,8.61,220.0983,-73.6523,4,2,7338.0,1.5275,160.752,DWARF,2,2.089962,4564
TIC 297555081,297555081,100,100,7.49,241.6137,-63.3414,4,1,9052.0,1.97788,159.705,DWARF,2,2.0904,4565
TIC 283990684,283990684,100,100,8.17,152.0305,-19.5645,1,4,7996.0,1.6958,166.275,DWARF,2,2.092749,4566
TIC 451315014,451315014,100,100,7.52,171.1054,-58.1811,3,2,9561.0,1.97132,170.111,DWARF,2,2.093514,4567
TIC 340777058,340777058,100,100,8.37,291.5929,-76.3672,4,3,8546.0,1.62174,181.713,DWARF,2,2.093962,4568
TIC 402968425,402968425,100,100,8.6,226.0233,-75.5118,4,2,7332.0,1.54141,160.735,DWARF,2,2.095836,4569
TIC 256051802,256051802,100,100,7.92,266.23,-77.3536,4,3,8793.0,1.80545,168.13,DWARF,2,2.097171,4570
TIC 305746628,305746628,100,100,7.46,178.8697,-62.1965,3,2,6766.0,2.00812,114.58,DWARF,2,2.097579,4571
TIC 316657304,316657304,100,100,8.7,172.0742,-62.0632,3,2,7111.0,1.50956,155.038,DWARF,2,2.097701,4572
TIC 271701075,271701075,100,100,8.75,187.1446,-56.3131,3,1,8213.0,1.49341,182.418,DWARF,2,2.098358,4573
TIC 414208970,414208970,100,100,8.05,215.8728,-56.5334,3,4,7538.0,1.75704,144.428,DWARF,2,2.099563,4574
TIC 402804150,402804150,100,100,8.16,225.1262,-74.2441,4,2,9455.0,1.71397,193.946,DWARF,2,2.100006,4575
TIC 332654682,332654682,100,100,7.74,149.8091,-12.7537,1,4,8129.0,1.89452,153.987,DWARF,2,2.102998,4576
TIC 311413934,311413934,100,100,8.19,259.015,-76.3513,4,3,7049.0,1.71043,135.857,DWARF,2,2.104211,4577
TIC 312512588,312512588,100,100,7.75,210.974,-53.7746,3,4,7880.0,1.89686,143.786,DWARF,2,2.106071,4578
TIC 376717721,376717721,100,100,8.49,293.2214,-70.7875,4,3,8926.0,1.60193,198.556,DWARF,2,2.107287,4579
TIC 466297315,466297315,100,100,8.36,165.434,-60.3264,3,2,8292.0,1.65239,182.732,DWARF,2,2.108225,4580
TIC 272648435,272648435,100,100,8.6,161.4144,-51.5111,2,1,8346.0,1.56389,187.039,DWARF,2,2.108412,4581
TIC 334862254,334862254,100,100,9.21,184.6056,-51.1703,3,1,7387.33,1.3594,246.694,DWARF,2,2.108695,4582
TIC 166242293,166242293,100,100,7.45,192.638,-52.2346,3,1,8084.0,2.03964,141.437,DWARF,2,2.109107,4583
TIC 253151478,253151478,100,100,8.58,194.924,-55.5776,3,1,8276.0,1.57388,183.69,DWARF,2,2.109943,4584
TIC 333823407,333823407,100,100,8.44,182.2763,-51.1468,2,2,8053.0,1.62631,178.188,DWARF,2,2.110407,4585
TIC 363380197,363380197,100,100,7.03,249.1329,-67.0051,4,1,9595.0,2.26442,138.889,DWARF,2,2.115914,4586
TIC 447096910,447096910,100,100,8.12,239.0979,-68.2497,4,1,7972.0,1.76286,167.282,DWARF,2,2.116436,4587
TIC 361959531,361959531,100,100,8.25,196.229,-76.6496,3,3,7022.0,1.71683,135.493,DWARF,2,2.119455,4588
TIC 179195602,179195602,100,100,8.51,158.0958,-19.0522,1,4,7382.0,1.61739,166.284,DWARF,2,2.11963,4589
TIC 343947093,343947093,100,100,8.07,276.26,-73.5454,4,3,7709.0,1.79372,154.949,DWARF,2,2.121509,4590
TIC 384273371,384273371,100,100,7.76,245.4285,-79.8324,4,2,7777.0,1.9269,145.334,DWARF,2,2.121718,4591
TIC 425854158,425854158,100,100,8.53,234.9598,-74.4283,4,2,7451.0,1.61427,168.334,DWARF,2,2.121952,4592
TIC 267286649,267286649,100,100,8.68,176.0056,-55.3909,3,2,8189.0,1.56201,191.813,DWARF,2,2.123368,4593
TIC 396464343,396464343,100,100,8.27,213.5223,-73.7092,4,2,8604.0,1.72537,186.849,DWARF,2,2.127764,4594
TIC 390472975,390472975,100,100,7.37,184.4711,-55.9756,3,2,6473.79,2.12351,103.029,DWARF,2,2.128109,4595
TIC 158548149,158548149,100,100,8.24,164.3518,-40.9699,2,4,8357.0,1.74001,181.184,DWARF,2,2.129103,4596
TIC 219438876,219438876,100,100,8.42,172.4269,-18.4132,1,2,8190.0,1.67026,188.65,DWARF,2,2.129568,4597
TIC 436491630,436491630,100,100,7.67,193.7602,-62.5589,3,3,9198.0,1.98799,174.997,DWARF,2,2.130828,4598
TIC 23555158,23555158,100,100,8.33,168.9978,-32.3701,2,3,7427.0,1.71344,162.329,DWARF,2,2.133738,4599
TIC 296682763,296682763,100,100,8.4,176.3047,-67.6979,3,3,8057.0,1.69009,178.91,DWARF,2,2.13582,4600
TIC 93765779,93765779,100,100,8.47,176.0404,-53.7484,3,2,9418.0,1.66608,217.73,DWARF,2,2.137392,4601
TIC 336945773,336945773,100,100,8.1,196.6332,-68.1053,3,3,8296.0,1.81758,172.09,DWARF,2,2.138987,4602
TIC 402590018,402590018,100,100,9.36,248.2896,-65.9456,4,1,7347.26,1.36085,310.996,DWARF,2,2.139621,4603
TIC 73837987,73837987,100,100,8.59,263.5554,-58.5321,4,4,7750.0,1.62985,184.079,DWARF,2,2.142295,4604
TIC 208570502,208570502,100,100,8.26,208.7361,-55.4748,3,4,7524.0,1.76114,160.105,DWARF,2,2.143588,4605
TIC 241528192,241528192,100,100,7.39,206.5319,-52.5141,3,1,8044.0,2.15244,141.445,DWARF,2,2.143862,4606
TIC 219515071,219515071,100,100,7.76,174.7251,-21.1739,1,2,8212.0,1.98215,164.282,DWARF,2,2.146273,4607
TIC 451140671,451140671,100,100,7.5,187.8021,-61.9088,3,2,6379.26,2.10859,107.686,DWARF,2,2.147984,4608
TIC 97760779,97760779,100,100,8.18,170.5681,-26.6607,1,2,7311.0,1.80392,148.713,DWARF,2,2.148435,4609
TIC 361039332,361039332,100,100,8.6,191.7301,-73.6543,3,3,7317.0,1.63772,167.817,DWARF,2,2.148479,4610
TIC 276536154,276536154,100,100,7.41,263.6792,-81.0683,4,3,7475.0,2.15402,131.322,DWARF,2,2.148499,4611
TIC 222002351,222002351,100,100,8.86,249.7166,-59.6846,4,4,7427.0,1.54309,183.709,DWARF,2,2.148783,4612
TIC 327436923,327436923,100,100,8.04,189.4083,-67.8648,3,3,7660.0,1.86828,160.77,DWARF,2,2.150884,4613
TIC 405853104,405853104,100,100,8.94,192.3379,-54.7227,3,1,7425.0,1.51864,182.699,DWARF,2,2.15091,4614
TIC 448251914,448251914,100,100,8.61,209.2154,-69.2082,3,3,8048.0,1.63856,192.976,DWARF,2,2.150925,4615
TIC 306454254,306454254,100,100,8.21,264.9919,-60.1109,4,4,8333.0,1.79674,185.652,DWARF,2,2.15097,4616
TIC 381039011,381039011,100,100,8.1,182.3149,-63.7314,3,2,8709.0,1.84353,184.976,DWARF,2,2.1513,4617
TIC 241553467,241553467,100,100,8.39,206.8041,-52.4863,3,1,8106.0,1.72462,178.308,DWARF,2,2.151387,4618
TIC 169786114,169786114,100,100,8.35,194.2597,-48.9632,3,1,7204.0,1.7475,157.624,DWARF,2,2.154834,4619
TIC 426482921,426482921,100,100,8.43,244.116,-76.0547,4,2,8586.0,1.71776,202.684,DWARF,2,2.155925,4620
TIC 380486560,380486560,100,100,7.59,206.647,-62.0695,3,4,6506.0,2.08511,116.271,DWARF,2,2.156258,4621
TIC 241695362,241695362,100,100,8.19,208.3819,-52.5014,3,4,9404.0,1.81903,201.385,DWARF,2,2.15768,4622
TIC 412967166,412967166,100,100,8.52,231.588,-59.4297,4,1,8739.0,1.68721,202.535,DWARF,2,2.158338,4623
TIC 319126228,319126228,100,100,8.46,173.6381,-63.9554,3,2,7909.0,1.71362,164.29,DWARF,2,2.159829,4624
