#
# Full target list for orbit 221, sector 105
# Created Wed May 13 16:58:56 EDT 2026 
# Concatenation of GI astero exo bright DDT ppas spm1 GI2 exo2 lists
#
TICID,Camera,CCD,Tmag,RA,Dec
632030890,4,1,18.16,29.9505,-35.2810
632031102,3,4,18.10,29.0835,-36.0150
632033544,4,1,19.27,31.0065,-35.2797
632033781,4,1,18.93,31.3385,-35.1035
632033821,4,1,18.65,31.3025,-35.0555
632034159,4,1,18.50,30.6378,-35.0355
632035689,4,1,18.38,31.7086,-33.9695
632036098,4,1,18.91,30.1961,-34.6286
632036558,4,1,18.19,30.5964,-33.9656
632038199,4,1,9.84,31.0749,-33.1570
632038483,4,1,17.83,33.7852,-35.4341
632038852,4,1,17.85,34.3073,-35.0583
632038902,4,1,18.42,34.2112,-34.8979
632039923,4,1,19.11,34.3726,-34.6181
632041115,4,1,19.28,33.1142,-34.8150
632041853,4,1,19.21,32.7814,-34.1416
632042419,4,1,17.50,33.9535,-33.9544
632043590,4,1,17.55,33.6959,-33.0069
632045167,4,1,17.92,35.8074,-33.1462
632045560,4,1,18.25,36.3720,-32.6305
632045953,4,1,18.76,35.8717,-32.7066
632046658,4,1,18.92,34.8186,-32.9709
632047953,4,1,19.00,35.4623,-32.1941
632049578,4,1,18.91,32.0564,-33.4699
632050664,4,1,18.68,33.3105,-32.8606
632051108,4,1,18.62,32.5837,-32.6008
632051333,4,1,18.62,32.9225,-32.4411
632051391,4,1,19.05,33.0094,-32.3547
632054933,4,1,18.88,34.0122,-31.6975
632055616,4,1,17.27,34.6167,-31.4196
632055918,4,1,18.73,33.8906,-31.4072
632056337,4,1,18.13,33.1558,-31.9266
632057150,4,1,19.15,32.5890,-31.1891
632057167,4,1,18.48,32.6413,-31.1182
632060406,3,4,18.72,21.4494,-42.0752
632061221,3,4,18.63,21.9810,-41.4917
632062583,3,4,17.85,20.1055,-41.4024
632064665,3,4,18.66,20.7656,-40.4932
632064751,3,4,18.64,20.9127,-40.2922
632065839,3,4,17.98,22.6434,-41.4833
632069246,3,4,17.91,21.6934,-40.2468
632069408,3,4,18.84,21.5609,-40.0489
632070072,3,4,18.93,22.4294,-39.6350
632070472,3,4,17.64,22.2494,-39.5761
632071278,3,4,18.10,23.7444,-39.8685
632071860,3,4,18.99,23.7924,-39.5418
632071939,3,4,19.15,23.5053,-39.5050
632072671,3,4,18.71,24.6071,-39.0580
632073590,3,4,18.71,24.8032,-38.2343
632073614,3,4,19.01,24.4029,-38.4127
632073836,3,4,17.44,23.4564,-39.1624
632074413,3,4,18.88,23.4736,-38.4490
632074735,3,4,19.03,22.8819,-38.4340
632076386,3,4,18.95,21.2949,-39.9887
632077644,3,4,18.56,21.1445,-38.8243
632078843,3,4,18.77,21.6429,-38.2695
632080506,3,4,18.03,21.5460,-37.9916
632080619,3,4,18.95,21.4602,-37.8881
632081447,3,4,17.84,22.7869,-38.2872
632081944,3,4,18.16,22.8883,-37.6693
632082601,3,4,18.66,23.1731,-37.7338
632085278,3,4,19.17,22.9325,-36.6713
632086227,3,4,18.84,25.5247,-38.3426
632087263,3,4,19.04,25.0955,-37.6294
632087798,3,4,18.04,26.5196,-37.1845
632089561,3,4,19.02,24.6699,-36.8164
632091252,3,4,19.04,27.1028,-36.5566
632091325,3,4,18.50,27.2399,-36.4260
632091922,3,4,18.41,26.8114,-36.0004
632092792,3,4,17.59,27.3562,-35.7031
632094892,3,4,18.94,26.7733,-34.9252
632095526,3,4,18.28,26.6905,-34.3698
632095763,3,4,18.06,23.6329,-36.8015
632096130,3,4,18.89,24.1901,-36.2353
632096339,3,4,18.30,23.3279,-36.4853
632096914,3,4,17.97,24.5042,-36.0892
632097365,3,4,18.42,24.1974,-35.8323
632098156,3,4,18.41,23.4800,-35.9640
632098838,3,4,18.65,23.2855,-35.3500
632099501,3,4,18.65,24.0609,-34.9971
632100098,3,4,18.24,23.7758,-34.7016
632100116,3,4,18.32,23.8357,-34.6580
632100996,3,4,17.96,25.0244,-34.7902
632101666,3,4,18.70,26.3950,-34.3353
632102153,3,4,18.84,25.6226,-33.9430
632102637,3,4,17.82,24.5267,-34.5652
632103802,3,4,17.97,25.3483,-33.8163
632104533,3,4,12.34,25.5854,-33.2103
632104541,3,4,18.22,25.5356,-33.1200
632104569,3,4,19.18,25.5100,-33.0692
632104571,3,4,18.67,25.4945,-33.0671
632104675,3,4,18.79,25.4799,-32.9802
632104676,3,4,18.92,25.4788,-32.9787
632104902,3,4,18.68,20.0544,-37.7036
632105734,3,4,17.59,20.1964,-37.0719
632106691,3,4,12.23,21.4223,-36.7348
632107294,3,4,18.55,20.5960,-36.2615
632109218,3,4,20.12,20.7951,-35.9036
632109954,3,4,18.77,20.2363,-35.2251
632111196,3,4,18.85,20.8968,-34.4872
632111868,3,4,18.84,20.7303,-34.3825
632112445,3,4,18.29,20.4676,-33.9377
632113059,3,4,18.51,22.2266,-35.3218
632113493,3,4,19.28,22.0412,-35.1823
632114450,3,4,19.29,23.7499,-34.3754
632114653,3,4,19.11,22.9292,-34.4775
632115725,3,4,19.01,21.8749,-34.2880
632115859,3,4,18.58,21.4241,-34.4314
632117273,3,4,17.66,22.1742,-33.4210
632117723,3,4,18.06,23.9235,-33.9352
632118789,3,4,17.53,23.7649,-32.9992
632120663,3,4,17.95,22.5560,-32.8337
632120719,3,4,17.27,22.9159,-32.6120
632121588,3,4,18.67,24.1206,-31.9118
632121684,3,4,18.82,23.5553,-32.2332
632122258,3,4,11.67,21.1171,-33.9198
632122843,3,4,18.76,20.6977,-33.6703
632127225,3,4,19.04,22.5332,-32.1818
632133453,4,1,19.06,29.0059,-34.2214
632133654,3,4,19.20,28.6406,-34.2733
632134881,3,4,18.91,27.1548,-34.2193
632135438,3,4,19.16,28.2545,-33.8803
632136157,3,4,19.23,27.6408,-33.5702
632137988,4,1,18.61,30.1123,-33.2849
632139029,4,1,18.56,30.3987,-32.4406
632139422,4,1,18.80,28.8934,-32.9988
632140310,4,1,19.16,28.6951,-32.5139
632142050,3,4,18.95,27.2280,-33.5282
632142294,3,4,19.12,26.5680,-33.5773
632146853,4,1,18.76,28.5128,-32.0342
632149938,4,1,18.34,28.4320,-31.0205
632150130,4,1,19.05,28.5627,-30.8560
632150163,4,1,18.94,28.5395,-30.7589
632150474,4,1,19.08,28.0315,-30.6770
632152432,4,1,18.89,31.9700,-31.4776
632152621,4,1,18.46,32.1393,-31.2338
632152622,4,1,18.50,32.1378,-31.2289
632153406,4,1,18.73,30.2569,-31.5912
632153688,4,1,18.01,30.7051,-31.2024
632155637,4,1,18.78,32.4052,-30.8225
632156266,4,1,18.11,32.3366,-30.5959
632156718,4,1,17.87,32.8161,-30.4382
632157863,4,1,17.69,31.3418,-30.3873
632159100,4,1,18.84,32.7093,-29.5334
632161674,4,1,17.61,30.0490,-29.9928
632162097,4,1,17.20,30.1567,-29.4927
632164116,4,1,18.90,29.7129,-29.1134
632164836,4,1,18.96,31.2092,-29.3023
632165589,4,1,19.29,31.7936,-29.0290
632165592,4,1,18.36,31.8210,-28.9821
632167587,4,1,19.14,30.1609,-28.3323
632167602,4,1,18.55,30.1386,-28.2571
632167876,4,1,17.97,30.6629,-28.2664
632168003,4,1,18.94,31.3474,-28.1649
632169197,3,4,18.99,25.7535,-32.2289
632170041,3,4,18.50,25.2632,-31.4759
632171205,3,4,18.44,24.8551,-31.7128
632173685,4,1,18.97,27.1278,-30.6366
632187548,4,1,18.97,28.7990,-29.0772
632301344,4,1,19.25,39.0908,-34.2398
632302557,4,1,19.05,39.5420,-33.7243
632303697,4,1,19.25,39.2798,-33.0944
632304023,4,1,19.14,39.6772,-32.9144
632304437,4,1,18.80,38.0563,-34.0618
632305219,4,1,18.85,37.7969,-33.5366
632305287,4,1,18.87,37.4113,-33.6515
632306317,4,1,18.76,39.2425,-32.7120
632307133,4,1,17.47,38.5420,-32.4269
632308514,4,1,18.90,37.1833,-32.3134
632309160,4,1,19.04,38.1495,-31.9602
632309167,4,1,17.09,38.3359,-32.0532
632311145,4,1,17.05,39.9056,-31.8256
632312523,4,1,18.85,38.3783,-31.2885
632313373,4,1,16.89,39.4690,-30.6927
632313975,4,1,19.23,39.0841,-30.3747
632316190,4,1,17.68,37.7113,-31.2789
632316556,4,1,19.07,37.2902,-31.2253
632317646,4,1,18.09,35.4936,-31.2939
632317713,4,1,19.24,35.5710,-31.1348
632317947,4,1,18.00,35.9469,-30.9389
632318243,4,1,18.10,36.4588,-30.8754
632320197,4,1,18.16,37.9692,-30.5002
632320635,4,1,17.85,38.5463,-30.4416
632321390,4,1,18.23,38.2781,-29.7328
632322276,4,1,18.99,37.4681,-29.8451
632322384,4,1,18.29,37.0868,-30.0216
632323074,4,1,19.22,37.7189,-29.6202
632325050,4,1,18.90,35.0314,-30.4214
632325082,4,1,18.51,34.9234,-30.3904
632326038,4,1,7.32,35.8096,-29.8706
632327262,4,1,18.69,34.7668,-29.6721
632327497,4,1,18.71,35.2521,-29.8750
632327628,4,1,18.44,35.2475,-29.5950
632327783,4,1,18.49,35.5281,-29.5418
632328880,4,1,17.02,36.5740,-29.3982
632330102,4,1,19.08,37.3080,-28.6721
632331095,4,1,19.27,35.9718,-29.0529
632331122,4,1,18.24,36.1387,-28.9167
632332228,4,1,17.45,36.5134,-28.3431
632332425,4,1,18.22,36.4358,-28.1282
632333250,4,1,18.64,36.3719,-27.5991
632333301,4,1,19.22,36.5789,-27.4363
632333493,4,1,17.61,39.5064,-29.5692
632333828,4,1,18.88,39.5635,-29.2138
632333958,4,1,17.97,38.9301,-29.4858
632334234,4,1,18.39,39.5354,-29.1570
632334450,4,1,17.34,39.1548,-28.8496
632334909,4,1,18.23,39.6110,-28.4775
632335447,4,1,18.78,39.1771,-28.7232
632335521,4,1,18.71,38.8244,-28.7610
632336729,4,1,18.42,39.8353,-27.8627
632337845,4,1,17.80,37.8595,-28.5154
632337951,4,1,19.03,38.1334,-28.1792
632338022,4,1,18.83,38.0422,-28.1948
632338303,4,1,18.19,38.3698,-27.8789
632338860,4,1,19.05,37.9714,-27.3267
632339626,4,1,17.77,38.4021,-27.1686
632339642,4,1,18.52,38.4346,-27.0555
632340350,4,1,19.24,37.6282,-27.2744
632341115,4,1,19.04,38.1019,-26.9937
632341549,4,1,18.71,37.6283,-26.8749
632341912,4,1,19.17,37.7796,-26.3241
632342076,4,1,18.92,39.3108,-27.0587
632344580,4,4,18.99,39.5837,-25.7258
632344692,4,4,19.51,39.4177,-25.5671
632347223,4,1,19.09,34.3094,-29.0483
632347957,4,1,18.84,34.4928,-28.5240
632348386,4,1,18.80,33.0974,-28.9647
632350194,4,1,17.46,33.4141,-27.8978
632351223,4,1,17.38,34.8203,-28.0827
632351415,4,1,17.98,34.8300,-27.8311
632353074,4,1,19.23,34.3431,-27.5288
632354506,4,1,17.96,35.7198,-26.5831
632354561,4,1,18.04,35.4146,-26.5555
632354757,4,1,18.45,35.0335,-26.6364
632354903,4,1,17.86,34.7247,-26.4232
632355016,4,1,19.40,35.4077,-26.3311
632355611,4,1,17.90,32.8178,-27.8924
632355773,4,1,18.64,32.0156,-28.1471
632356415,4,1,17.70,33.0440,-27.7878
632357594,4,1,16.90,31.7164,-27.6050
632358703,4,1,17.84,32.3995,-27.0038
632359928,4,1,18.93,33.7019,-27.0074
632360043,4,1,19.84,33.6695,-26.9338
632360769,4,1,18.48,34.0492,-26.2810
632361799,4,1,18.67,34.5803,-25.6728
632365826,4,1,18.64,36.7353,-25.9235
632366621,4,1,19.03,36.1823,-25.7903
632368159,4,1,19.25,36.4596,-24.8214
632368397,4,1,18.91,37.8963,-25.4543
632369999,4,4,16.94,38.6946,-24.4593
632370805,4,1,18.12,37.0305,-24.6662
632371784,4,4,18.60,37.7569,-23.9725
632373655,4,1,18.54,36.0255,-24.5252
632376843,4,1,19.18,36.1539,-24.1341
632377658,4,4,18.67,37.6755,-23.3876
632377723,4,4,18.78,37.7697,-23.1810
632415035,4,4,17.16,39.9173,-22.9941
632415183,4,4,18.14,38.9547,-23.6994
632416256,4,4,17.12,39.4177,-22.8536
632416384,4,4,18.35,39.9637,-22.6602
632417085,4,4,18.88,39.7990,-22.3510
632417095,4,4,18.26,39.8777,-22.2779
632417815,4,4,19.17,38.5819,-22.6422
632417825,4,4,18.50,38.3849,-22.6824
632418926,4,4,18.48,39.0580,-21.9891
650819452,4,2,16.91,45.1442,-48.5688
650837081,4,2,18.56,45.9921,-48.0392
650837745,4,2,18.73,45.5626,-47.8025
650837846,4,2,18.97,45.8528,-47.5249
650838114,4,2,18.75,46.4937,-47.7722
650838604,4,2,19.19,46.8464,-47.2114
650841315,4,2,18.79,48.7466,-46.8547
650842483,4,2,18.54,48.8832,-46.0110
650844967,4,2,17.82,47.9682,-45.8095
650845130,4,2,12.42,47.7433,-45.6677
650845138,4,2,18.28,47.7703,-45.5689
650846135,3,3,18.61,42.2531,-50.4787
650846568,3,3,18.50,41.4992,-50.4575
650849151,3,3,18.72,40.5363,-50.0858
650849677,3,3,18.05,41.3708,-49.4151
650851212,3,3,18.63,42.1134,-48.7278
650852898,3,3,18.90,42.9716,-49.1731
650853699,4,2,18.92,44.0850,-48.7280
650854283,4,2,17.99,44.4124,-48.1510
650854785,4,2,16.12,43.8886,-47.8452
650855682,4,2,18.47,43.1527,-48.1801
650855855,4,2,18.67,42.9545,-48.0175
650856252,3,3,17.51,42.1945,-48.1344
650856548,4,2,19.22,42.8912,-47.6414
650857438,4,2,17.94,43.8027,-47.0730
650858107,4,2,18.31,43.2039,-46.9014
650858589,3,3,18.73,40.5541,-48.9650
650858639,3,3,18.66,40.1861,-49.0180
650858835,3,3,18.81,40.1231,-48.8919
650859079,3,3,18.66,40.2601,-48.3067
650859919,3,3,19.25,40.4119,-48.3631
650860344,3,3,18.90,41.1299,-47.8323
650860857,3,3,18.68,40.0991,-47.7914
650861172,3,3,17.64,40.7957,-47.3510
650864361,4,2,17.92,42.4903,-46.6830
650864664,4,2,19.20,42.6204,-46.4838
650866238,4,2,17.54,41.3113,-46.2678
650867147,4,2,19.20,42.2981,-45.7179
650870519,4,2,20.39,45.4467,-46.2763
650871887,4,2,16.98,43.4771,-46.5581
650872534,4,2,17.82,45.0863,-46.2532
650873893,4,2,18.95,46.4590,-46.3187
650874349,4,2,17.96,47.2495,-45.7516
650875987,4,2,18.47,47.6537,-44.7364
650878672,4,2,18.73,47.1002,-44.3254
650879332,4,2,18.70,46.5946,-43.9420
650879881,4,2,19.02,43.1059,-46.1822
650884253,4,2,18.84,43.4269,-44.8240
650885227,4,2,14.69,43.2131,-43.9791
650886636,4,2,18.84,44.6864,-43.9150
650888830,4,2,18.77,44.5991,-43.5688
650889227,4,2,18.84,44.0990,-43.5829
650889738,4,2,19.26,44.1307,-42.9349
650995577,4,3,18.73,59.2491,-38.6168
651006757,4,2,15.31,51.2336,-44.9183
651008413,4,2,19.19,52.2798,-44.0072
651008503,4,2,19.08,52.3666,-43.8110
651010141,4,2,17.16,49.4224,-45.1276
651010159,4,2,17.98,49.4278,-45.0948
651010478,4,2,15.65,50.2993,-45.3709
651013477,4,2,18.86,49.3633,-44.3762
651013593,4,2,18.77,49.8364,-44.2702
651013751,4,2,19.04,49.4680,-44.1808
651013942,4,2,18.50,48.9611,-44.3466
651016498,4,2,18.88,51.9109,-43.6808
651017408,4,2,17.95,51.6562,-42.9147
651018205,4,2,17.75,50.2931,-43.5665
651018318,4,2,18.88,50.4719,-43.2695
651024002,4,2,17.86,52.9640,-43.9583
651024749,4,2,18.16,52.7118,-43.6886
651030655,4,2,19.25,54.6515,-41.9305
651031031,4,2,18.49,53.8568,-41.8815
651031336,4,2,19.23,54.0973,-41.7171
651033037,4,2,17.85,54.6384,-40.7770
651034058,4,2,18.18,51.9721,-42.6251
651034734,4,2,18.61,52.8048,-42.3240
651034929,4,2,18.90,52.6564,-42.0905
651036043,4,2,17.32,52.9873,-41.3038
651036478,4,2,18.97,51.2031,-42.2587
651038958,4,2,18.42,52.2576,-40.7387
651039682,4,2,19.15,53.8488,-41.2148
651040564,4,2,18.79,53.6961,-40.5770
651043347,4,2,19.05,52.2731,-40.1600
651043928,4,2,18.59,53.4569,-40.0495
651045650,4,2,19.19,48.1665,-44.5311
651045669,4,2,17.28,47.8204,-44.7749
651048266,4,2,17.29,48.6245,-42.9368
651049506,4,2,17.49,47.4191,-43.0434
651050564,4,2,17.70,47.7411,-42.5278
651050713,4,2,18.30,47.3990,-42.3738
651051447,4,2,17.74,49.6340,-42.9031
651053277,4,2,19.21,49.8450,-41.8582
651054539,4,2,19.05,48.1830,-42.1713
651057060,4,2,18.91,46.9082,-42.4954
651059162,4,2,12.89,47.3163,-41.3882
651059205,4,2,18.77,47.2394,-41.2942
651059473,4,2,18.90,45.9539,-42.3214
651059545,4,2,18.10,45.8238,-42.1164
651059631,4,2,17.98,45.5093,-42.0522
651060535,4,2,18.05,45.9561,-41.4794
651063057,4,2,18.72,47.3138,-40.8542
651064648,4,2,18.62,48.3272,-39.8609
651065367,4,2,16.17,47.3594,-40.1828
651065411,4,2,18.41,47.4285,-40.1815
651065485,4,2,20.20,47.4173,-39.9475
651068403,4,2,17.88,50.0739,-41.0941
651068635,4,2,18.54,50.6154,-40.7352
651068872,4,2,18.06,50.5051,-40.4004
651069004,4,2,18.83,51.3133,-40.6724
651070902,4,2,19.29,50.3167,-39.8894
651072090,4,2,18.07,50.8082,-39.3769
651072324,4,2,18.33,50.3236,-39.4808
651073280,4,2,18.29,52.5279,-39.6133
651073846,4,2,19.04,51.5648,-39.5131
651075952,4,3,18.35,52.7004,-38.1045
651076057,4,2,18.63,51.3213,-39.2411
651078615,4,3,19.12,51.8537,-37.4322
651089052,4,3,17.41,50.6357,-35.9427
651090333,4,3,18.66,56.5396,-40.5770
651091287,4,3,17.27,56.6271,-40.5870
651091636,4,3,18.24,56.9160,-40.1416
651092599,4,3,18.71,55.8932,-40.1977
651093582,4,3,18.20,56.3498,-39.9144
651094695,4,3,17.78,56.4050,-38.9466
651095207,4,3,19.17,57.7462,-39.5692
651097229,4,3,18.80,57.9231,-38.8788
651097707,4,3,18.74,58.4322,-38.3388
651098553,4,3,18.70,57.0836,-38.6760
651098749,4,3,19.13,56.6078,-38.8196
651099425,4,3,18.70,57.5506,-38.5159
651100168,4,3,18.63,57.3867,-38.0769
651101920,4,3,17.43,54.4404,-39.2630
651102603,4,3,20.40,55.6205,-38.8276
651104010,4,3,18.71,54.1458,-38.7781
651106535,4,3,18.90,56.3500,-38.4960
651106641,4,3,19.21,56.4965,-38.2667
651106793,4,3,19.09,56.2166,-38.2395
651106984,4,3,17.79,56.8943,-37.9831
651108679,4,3,18.97,57.3687,-37.0251
651108937,4,3,19.02,56.4799,-37.2482
651109341,4,3,17.39,56.6709,-36.7256
651111097,4,3,18.02,56.2395,-36.7844
651111365,4,3,12.11,56.9026,-36.4116
651111640,4,3,18.29,55.9685,-36.5670
651112587,4,3,18.64,58.9466,-38.2634
651112625,4,3,18.93,58.8407,-38.2165
651115100,4,3,18.57,59.4198,-36.7904
651116793,4,3,18.72,58.3635,-36.4801
651117683,4,3,18.74,58.8897,-36.4785
651117981,4,3,17.52,59.1070,-36.3508
651118167,4,3,18.81,59.1779,-35.9524
651118333,4,3,18.51,58.9756,-35.8024
651118403,4,3,17.08,59.8580,-36.4708
651120473,4,3,17.46,57.4297,-36.6495
651123955,4,3,18.72,57.1837,-35.2388
651124836,4,3,18.31,57.8498,-34.7642
651124913,4,3,16.02,57.3863,-35.0675
651126087,4,3,19.04,59.6537,-35.0426
651126322,4,3,18.68,59.3368,-34.8359
651126422,4,3,18.98,58.7757,-35.1145
651127039,4,3,19.00,59.0281,-34.5296
651128414,4,3,17.31,58.5353,-34.6062
651128909,4,3,17.99,58.6189,-34.2110
651128934,4,3,18.64,58.5104,-34.2013
651129037,4,3,18.00,58.7392,-33.9454
651129712,4,3,11.93,58.5118,-33.7096
651130145,4,3,18.65,59.4213,-33.7584
651131167,4,3,18.19,59.0225,-33.0051
651131733,4,3,18.75,53.8408,-37.9378
651131875,4,3,18.89,53.8071,-37.8726
651133135,4,3,18.80,54.1434,-37.1897
651133743,4,3,19.14,53.5838,-37.0333
651133926,4,3,18.10,54.3137,-36.8984
651134506,4,3,18.54,52.7089,-37.3998
651135338,4,3,18.81,52.7998,-37.0586
651135763,4,3,19.20,52.6747,-36.5315
651137984,4,3,17.93,55.0310,-36.5569
651138747,4,3,18.85,54.7362,-36.0706
651139622,4,3,18.91,55.9030,-35.4846
651140508,4,3,18.58,54.2595,-36.1765
651140610,4,3,18.16,54.0569,-36.0136
651142595,4,3,19.12,55.1158,-34.9568
651142749,4,3,19.19,54.4795,-35.2284
651144780,4,3,18.45,52.7417,-36.3679
651146263,4,3,18.95,51.5755,-36.0162
651146928,4,3,16.84,51.3068,-35.6726
651147139,4,3,18.87,50.9012,-35.4020
651147214,4,3,19.08,51.2670,-35.4268
651147363,4,3,18.92,51.1244,-35.2319
651147505,4,3,18.57,51.8967,-35.5130
651148954,4,3,18.87,53.6031,-35.3570
651151172,4,3,10.86,53.7681,-34.0740
651151385,4,3,18.37,54.1821,-33.8643
651153280,4,3,18.68,53.7773,-33.8343
651154465,4,3,18.57,56.4711,-35.2395
651155161,4,3,18.04,56.1111,-34.9577
651156747,4,3,18.34,56.5125,-34.2772
651158064,4,3,17.78,55.1894,-34.5557
651158663,4,3,17.90,55.4214,-33.9154
651158812,4,3,19.09,55.5962,-33.6322
651159368,4,3,18.21,56.4706,-33.5377
651159570,4,3,17.13,55.9844,-33.6850
651161329,4,3,18.69,57.4199,-33.3188
651161937,4,3,18.55,58.4548,-33.1158
651163686,4,3,19.00,57.2377,-32.8792
651167141,4,3,18.61,54.6419,-33.4670
651167982,4,3,18.46,55.3816,-33.0346
651169508,4,3,18.25,54.2164,-32.9683
651173399,4,3,18.10,56.2689,-31.7154
651175092,4,3,19.13,55.8591,-31.7147
651175694,4,3,19.00,55.8124,-31.1529
651176950,4,3,18.96,56.5576,-30.7981
651178143,4,3,18.87,59.7905,-33.1918
651181146,4,3,18.57,59.9811,-31.5100
651181329,4,3,18.30,59.5713,-31.4497
651181832,4,3,19.31,59.5951,-30.9853
651182234,4,3,19.17,58.4945,-31.5716
651183871,4,3,18.94,59.0539,-30.7289
651185769,4,3,11.70,59.1630,-30.0809
651186436,4,3,18.77,57.6822,-31.2039
651187110,4,3,17.45,58.0433,-30.4232
651187439,4,3,17.77,57.4623,-30.5290
651188639,4,3,19.28,57.9000,-30.2049
651189427,4,3,18.70,57.0122,-30.4028
651190190,4,3,17.79,56.6830,-29.9359
651191409,4,3,18.70,58.0142,-29.2251
651191482,4,3,18.96,58.0443,-29.0093
651193677,4,3,18.62,58.9361,-28.9674
651194959,4,3,18.27,59.5276,-28.2618
651196367,4,3,18.85,58.5244,-28.3409
651196979,4,3,19.20,58.9510,-28.0764
651197018,4,3,18.20,59.4799,-28.1539
651198026,4,3,18.42,59.0260,-27.5583
651203611,4,2,18.41,40.1314,-44.3259
651205450,4,2,16.69,42.4160,-44.1095
651206484,4,2,18.93,42.6621,-43.9469
651206892,4,2,19.00,42.8732,-43.4177
651207073,4,2,18.02,42.4165,-43.5697
651207491,4,2,18.18,43.0426,-43.1651
651208795,4,2,19.10,41.1635,-43.1597
651211207,4,2,18.43,44.1718,-42.5861
651211305,4,2,19.02,43.7251,-42.5748
651211779,4,2,18.00,43.7319,-42.4128
651211849,4,2,16.68,43.6995,-42.3400
651214292,4,2,18.96,43.1754,-41.4888
651214560,4,2,19.00,42.5085,-41.7054
651215040,4,2,18.41,43.5246,-41.5851
651215635,4,2,18.94,44.0773,-40.7970
651216697,4,2,17.83,40.8198,-42.7537
651216886,4,2,18.65,41.2347,-42.5405
651217870,4,2,18.08,41.4222,-42.3273
651218780,4,2,17.76,41.0367,-41.5703
651220110,4,2,19.16,40.6151,-41.5571
651220421,4,2,19.29,41.2487,-41.0650
651221042,4,2,18.69,40.7147,-40.7647
651222799,4,2,18.85,43.1253,-40.6342
651223031,4,2,18.88,43.2291,-40.4631
651223312,4,2,17.67,43.2149,-39.9824
651223313,4,2,18.79,43.2010,-39.9866
651224154,4,2,18.63,41.3819,-40.6418
651224869,4,2,18.85,40.8698,-40.1680
651225508,4,2,19.93,42.2385,-39.7435
651226077,4,2,20.40,41.9916,-39.4373
651228603,4,2,13.14,40.8908,-39.1416
651229047,4,2,19.21,41.2628,-38.9788
651230043,4,2,18.96,41.5486,-38.0559
651230515,4,2,17.95,40.5110,-38.6570
651231098,4,2,18.38,40.9461,-38.1923
651231301,4,2,18.18,41.2911,-38.0945
651232317,4,2,11.53,40.3171,-37.5883
651234777,4,2,18.47,46.1973,-40.3919
651235008,4,2,19.04,46.1267,-40.0905
651235565,4,2,18.17,45.8969,-39.7301
651235858,4,2,19.07,44.3044,-40.6505
651236339,4,2,4.29,44.5679,-40.3046
651236930,4,2,18.11,44.3678,-39.9614
651239140,4,2,19.07,46.7572,-39.3570
651239773,4,2,18.47,46.2266,-39.0374
651240503,4,2,18.02,47.5556,-38.4345
651242448,4,2,18.35,45.6725,-38.0941
651243138,4,2,18.42,46.1596,-38.1217
651243200,4,2,19.02,46.2300,-38.0095
651244590,4,2,17.13,42.9659,-39.4152
651247748,4,2,17.84,43.5615,-38.6198
651247979,4,2,18.78,43.3225,-38.2203
651248464,4,2,17.30,43.1003,-38.1386
651249193,4,2,17.32,45.0533,-38.2913
651249405,4,2,18.80,45.4474,-38.1255
651249651,4,2,18.95,45.3371,-37.8498
651250539,4,2,19.06,45.8798,-37.5416
651251082,4,2,19.10,46.0708,-36.9372
651253559,4,2,19.07,45.5946,-36.4848
651253822,4,2,18.95,44.7257,-36.5943
651254524,4,2,18.70,47.9453,-38.3198
651257835,4,2,18.05,46.5724,-37.0555
651257847,4,2,17.20,46.7772,-37.0802
651259663,4,2,18.57,49.4528,-36.7970
651261206,4,3,18.24,50.3780,-35.9081
651263682,4,3,18.68,49.4760,-35.3530
651264074,4,3,18.41,49.3796,-35.1071
651264181,4,3,19.06,49.6156,-34.7477
651265032,4,2,18.38,46.2094,-36.9106
651265079,4,2,18.66,46.0957,-36.7766
651265174,4,2,18.77,46.4452,-36.5226
651265810,4,2,18.47,46.0422,-36.3836
651266325,4,2,18.31,47.2328,-36.1551
651266406,4,2,18.86,47.2278,-35.9506
651267422,4,2,18.45,46.9072,-35.2981
651268100,4,2,18.44,46.0060,-35.4638
651268364,4,2,19.04,45.3017,-35.5951
651268515,4,2,18.43,45.7265,-35.3490
651268931,4,2,18.86,46.2412,-35.2863
651269338,4,2,18.61,46.1070,-35.1435
651270080,4,2,15.10,47.7072,-35.3893
651270799,4,2,18.60,47.1466,-34.9785
651271525,4,3,18.73,48.6231,-34.3667
651273830,4,3,18.44,47.1313,-33.6123
651273884,4,3,18.25,47.8961,-34.0380
651274587,4,3,19.25,47.5797,-33.6636
651274618,4,3,18.73,47.5117,-33.6151
651275718,4,2,18.73,42.6281,-37.9979
651276003,4,2,19.21,42.0323,-37.9734
651277892,4,2,18.13,41.4326,-37.8467
651279291,4,2,18.33,42.0807,-36.9106
651281038,4,2,18.99,43.7154,-36.3432
651282754,4,2,17.78,43.8768,-35.5046
651284284,4,2,17.76,43.1135,-35.2303
651285168,4,2,19.29,43.4671,-35.0047
651291003,4,1,18.15,40.9694,-34.5130
651293619,4,1,12.94,42.9749,-34.1604
651294028,4,1,19.27,42.5154,-34.1170
651294176,4,1,19.14,43.0719,-33.9644
651294268,4,1,17.97,42.6628,-33.9784
651296354,4,1,19.06,42.7410,-33.5951
651296784,4,1,19.27,41.6210,-33.6284
651297868,4,2,18.50,45.2930,-34.7443
651298657,4,2,18.98,45.5569,-34.6539
651299714,4,2,18.77,45.6931,-33.6062
